filename,transcription,word,speaker
child-potty1,potty,potty,child
child-potty2,he did poopies in the potty,potty,child
child-potty3,oh the little boy goes potty,potty,child
child-potty4,happy potty potty potty potty potty potty,potty,child
child-potty5,she hadta go potties,potty,child
child-potty6,pottie,potty,child
child-potty7,okay i love you potty,potty,child
child-potty8,nenene bring my pottie in here and me read in the books,potty,child
child-potty9,yyy the potty,potty,child
child-potty10,the pottie fall down,potty,child
child-potty11,potty,potty,child
child-potty12,shishi in a pottie,potty,child
child-potty13,and she needs to go potty and stuff and go right over to bed and crawl to her bed right there,potty,child
child-potty14,potty,potty,child
child-potty15,potty,potty,child
child-potty16,on the potty,potty,child
child-potty17,potty potty,potty,child
child-potty18,me sitting on the pottie,potty,child
child-potty19,potty,potty,child
child-potty20,and i use it potty too,potty,child
child-potty21,potty,potty,child
child-potty22,potty,potty,child
child-potty23,pottie seat,potty,child
child-potty24,bye tape i'm gonna go potty,potty,child
child-potty25,yes potty book,potty,child
child-potty26,n potty,potty,child
child-potty27,before you use the potty,potty,child
child-potty28,potty book,potty,child
child-potty29,shishi da pottie,potty,child
child-potty30,potty goes goes potty potty,potty,child
child-potty31,peed in the potty,potty,child
child-potty32,out out potty out,potty,child
child-potty33,naima's potty,potty,child
child-potty34,a potty,potty,child
child-potty35,a sit in ya pottie seat,potty,child
child-potty36,potty book says sit sit xxx,potty,child
child-potty37,yyy go potty,potty,child
child-potty38,toot a pottie,potty,child
child-potty39,potty,potty,child
child-potty40,potty,potty,child
child-potty41,where's the pottie,potty,child
