filename,transcription,word,speaker
other-piggy1,and there's a piggie,piggy,other
other-piggy2,piggy,piggy,other
other-piggy3,this little piggy had roast beef,piggy,other
other-piggy4,this little piggy had roast beef,piggy,other
other-piggy5,this little piggie went to market,piggy,other
other-piggy6,this little piggy went to market,piggy,other
other-piggy7,and this little piggie had none,piggy,other
other-piggy8,and this little piggie stayed,piggy,other
other-piggy9,this little piggy had roast beef,piggy,other
other-piggy10,piggies like to eat,piggy,other
other-piggy11,this little piggy had none,piggy,other
other-piggy12,this little piggie went to the market,piggy,other
other-piggy13,what's a piggy say,piggy,other
other-piggy14,and put piggy's money in a bigger bank,piggy,other
other-piggy15,piggy,piggy,other
other-piggy16,and this little piggie had none,piggy,other
other-piggy17,put a piggy in a poke,piggy,other
other-piggy18,piggy,piggy,other
other-piggy19,what did this little piggy have,piggy,other
other-piggy20,piggie is sleeping,piggy,other
other-piggy21,this little piggy stayed home,piggy,other
other-piggy22,xxx you love the piggie,piggy,other
other-piggy23,the nice little piggy goes in his house,piggy,other
other-piggy24,oh she's got piggy toes like you do,piggy,other
other-piggy25,what would the piggy say to erin,piggy,other
other-piggy26,did i wash your piggies,piggy,other
other-piggy27,this little piggie,piggy,other
other-piggy28,you look like a baby piggy,piggy,other
other-piggy29,look its a piggy,piggy,other
other-piggy30,this little piggy had none,piggy,other
other-piggy31,and a piggie,piggy,other
other-piggy32,this little piggy went to market,piggy,other
other-piggy33,you were a piggy yesterday,piggy,other
other-piggy34,this little piggie ate roast beef,piggy,other
other-piggy35,and that's a piggy,piggy,other
other-piggy36,this little piggy,piggy,other
other-piggy37,piggie goes oink oink,piggy,other
other-piggy38,did you throw your piggie overboard,piggy,other
other-piggy39,that's a piggy yeah you're right,piggy,other
other-piggy40,but this little piggy went weeweeweeweewee all the way home,piggy,other
other-piggy41,piggy,piggy,other
other-piggy42,piggies like pajamas where their feet attach,piggy,other
other-piggy43,yay and this little piggie went wee wee wee wee wee all the way home,piggy,other
other-piggy44,piggie,piggy,other
other-piggy45,this little piggy,piggy,other
other-piggy46,are you getting big_bird's piggy toes,piggy,other
other-piggy47,yes can you pet the piggy,piggy,other
other-piggy48,and this little piggie had roast beef,piggy,other
other-piggy49,where's your piggies,piggy,other
other-piggy50,that's a piggie,piggy,other
other-piggy51,piggie eating beef,piggy,other
other-piggy52,i got this little piggy went to market,piggy,other
other-piggy53,the piggie didn't wanna stay at home,piggy,other
other-piggy54,this little piggy went oooh all the way home,piggy,other
other-piggy55,this little piggy this little piggy this little piggy this little,piggy,other
other-piggy56,piggy,piggy,other
other-piggy57,oh you found your piggy,piggy,other
other-piggy58,this little piggie,piggy,other
other-piggy59,piggy says moo,piggy,other
other-piggy60,piggie,piggy,other
other-piggy61,and this little piggy cried wee wee wee wee wee wee wee wee wee wee wee wee wee wee wee wee wee wee wee,piggy,other
other-piggy62,this little piggy said wee wee wee,piggy,other
other-piggy63,where is the mouse to piggy,piggy,other
other-piggy64,this little piggy went to market,piggy,other
other-piggy65,it's a piggy,piggy,other
other-piggy66,this little piggy had roast beef,piggy,other
other-piggy67,this little piggy went wee wee wee wee,piggy,other
other-piggy68,let's dry your piggies,piggy,other
other-piggy69,that's a piggy,piggy,other
other-piggy70,and the piggy and the cow moo,piggy,other
other-piggy71,but this little piggy went,piggy,other
other-piggy72,piggie,piggy,other
other-piggy73,and this little piggy had none,piggy,other
other-piggy74,the piggy is on your foot,piggy,other
other-piggy75,now your piggies are gonna be cold,piggy,other
other-piggy76,xxx piggy and me xxx,piggy,other
other-piggy77,just your piggy,piggy,other
other-piggy78,what's a piggie say,piggy,other
other-piggy79,here comes the piggy,piggy,other
other-piggy80,this little piggie has roast beef,piggy,other
other-piggy81,but he is across from the street from piggy right,piggy,other
other-piggy82,let's see if this little piggy wants to look through the little door,piggy,other
other-piggy83,this is one little piggy went to market,piggy,other
other-piggy84,and this little piggie stayed home,piggy,other
other-piggy85,want the piggy,piggy,other
other-piggy86,you got the piggies,piggy,other
other-piggy87,you're going to eat the piggie,piggy,other
other-piggy88,and this little piggy had none,piggy,other
other-piggy89,this little piggy had none,piggy,other
other-piggy90,you'll hurt the piggy,piggy,other
other-piggy91,this little piggy went to market,piggy,other
other-piggy92,piggie,piggy,other
other-piggy93,okay tell piggy what the elephant and the frog are doing now,piggy,other
other-piggy94,it's your piggies,piggy,other
other-piggy95,are those piggies,piggy,other
other-piggy96,this piggy had roast beef,piggy,other
other-piggy97,piggy,piggy,other
other-piggy98,small feet big feet here come pig feet that's a piggie,piggy,other
other-piggy99,the cock_a_doodle_doo and let's put the piggy in,piggy,other
other-piggy100,and this little piggie jerked his wee_wee all the way home,piggy,other
other-piggy101,how many piggies does timmy have,piggy,other
other-piggy102,no i don't wanna kiss the piggy anymore,piggy,other
other-piggy103,i gonna get your piggies,piggy,other
other-piggy104,this little piggy had roast beef,piggy,other
other-piggy105,i'm gonna get those piggies,piggy,other
other-piggy106,you wanna put the piggy in the farmer's tractor,piggy,other
other-piggy107,yes you see the piggy,piggy,other
other-piggy108,and we are gonna dry your the piggies,piggy,other
other-piggy109,it's a piggie,piggy,other
other-piggy110,piggy ear,piggy,other
other-piggy111,this little piggie had roast beef,piggy,other
other-piggy112,maybe we should put some elastics in your hair today and make little piggy tails,piggy,other
other-piggy113,where's the piggy,piggy,other
other-piggy114,and this little piggie went wee_wee,piggy,other
other-piggy115,and this little piggie jerked his wee_wee all the way home,piggy,other
other-piggy116,yeah those are piggies,piggy,other
other-piggy117,this little piggy had roast beef,piggy,other
