effect,group,term,estimate,std.error,statistic,p.value
fixed,NA,(Intercept),3.2396907291262256,0.3175522933268969,10.202070012422176,1.940909557764493e-24
fixed,NA,pitch_mean_scaled,0.06541147324171306,0.024327660954164478,2.6887695189831122,0.00717159161821389
fixed,NA,age_scaled,-1.0709487835165048,0.03761079093868657,-28.47450842664741,2.4237145743454704e-178
fixed,NA,pitch_mean_scaled:age_scaled,-0.022829646030631364,0.022158201084710498,-1.0303023220772274,0.30286810936733904
