effect,group,term,estimate,std.error,statistic,p.value
fixed,NA,Intercept,0.881748339599288,0.41201902690580833,2.140067040643889,0.03234934923609639
fixed,NA,complexity_ratings,-0.06963038438513458,0.011960419581673438,-5.821734255195106,5.824010159967125e-9
fixed,NA,age,0.7096829654232867,0.02144042444983648,33.10022929274142,2.949366768891032e-240
fixed,NA,complexity_ratings:age,-0.03851296849116843,0.00989124721245317,-3.8936412834450493,9.875064486087195e-5
