effect,group,term,estimate,std.error,statistic,p.value
fixed,NA,(Intercept),0.8765880540066242,0.413051046478183,2.1222269292880847,0.03381868619079665
fixed,NA,length_scaled,0.19459144399218195,0.011936021720367807,16.302872812314693,9.416036188348514e-60
fixed,NA,age_scaled,0.6684327097096817,0.02133358136997487,31.332418974455063,1.688929498363929e-215
fixed,NA,length_scaled:age_scaled,-0.15775580181101248,0.010799094287453063,-14.608243766729696,2.4885041234695705e-48
