effect,group,term,estimate,std.error,statistic,p.value
fixed,NA,(Intercept),1.2195721425441222,0.5647557060521816,2.1594684736685736,0.030813840622068035
fixed,NA,complexity_scaled,0.3024074046212388,0.11826092965147181,2.5571201369079986,0.010554276000670371
fixed,NA,age_scaled,2.0175966134539562,0.8825735392734835,2.2860379602076,0.022252037896407444
fixed,NA,complexity_scaled:age_scaled,0.05023000412221652,0.2010084708957938,0.2498899867173091,0.802672427061628
