effect,group,term,estimate,std.error,statistic,p.value
fixed,NA,(Intercept),0.7630113188992096,0.46205431904487043,1.6513454965131773,0.09866804720050483
fixed,NA,pitch_mean_scaled,-0.004580677389396858,0.019634625161197593,-0.2332958919149269,0.8155316483849699
fixed,NA,age_scaled,-0.9034865837287459,0.030101678115958156,-30.014492223600318,6.3496394139719434e-198
fixed,NA,pitch_mean_scaled:age_scaled,-0.034618830660080833,0.01800619802809024,-1.9226063495511023,0.054529505985871876
