effect,group,term,estimate,std.error,statistic,p.value
fixed,NA,(Intercept),0.900288074915524,0.4155985009592782,2.1662447598764016,0.03029248844048469
fixed,NA,rarity_scaled,0.06539213806143518,0.011407342227506865,5.732460441464898,9.898412530513162e-9
fixed,NA,age_scaled,0.7101938927508548,0.02275854645016014,31.205591020768267,8.947207735441071e-214
fixed,NA,rarity_scaled:age_scaled,-0.04581405393603011,0.01159058027032718,-3.952697178873587,7.727520539698036e-5
