effect,group,term,estimate,std.error,statistic,p.value
fixed,NA,(Intercept),1.0623630537966622,0.6031799409707377,1.7612705291341926,0.07819262563510339
fixed,NA,rate_scaled,0.058600078638854664,0.034422401642851944,1.7023820489591954,0.08868377290617052
fixed,NA,age_scaled,0.5566579423438954,0.03346467573693804,16.634195015655298,3.940154767061826e-62
fixed,NA,rate_scaled:age_scaled,-0.11568090969681764,0.03317631869713223,-3.486851894354907,4.887419362808981e-4
