corpus_name,id,speaker_id,target_child_id,age,pair,item,form,form_numeric,complexity
NewEngland,488565,1877,1875,19,mommy_mom,mommy,CDS,0,NA
NewEngland,488568,1865,1863,20,mommy_mom,mommy,CDS,0,1.3862943611198906
NewEngland,488624,1883,1879,20,mommy_mom,mommy,CDS,0,NA
NewEngland,488661,1983,1981,20,mommy_mom,mommy,CDS,0,NA
NewEngland,488915,1877,1875,19,mommy_mom,mommy,CDS,0,NA
NewEngland,489187,1865,1863,20,mommy_mom,mommy,CDS,0,NA
NewEngland,489219,1865,1863,20,mommy_mom,mommy,CDS,0,NA
NewEngland,489354,1877,1875,19,mommy_mom,mommy,CDS,0,NA
NewEngland,489377,1877,1875,19,mommy_mom,mommy,CDS,0,NA
NewEngland,489384,1877,1875,19,mommy_mom,mommy,CDS,0,NA
NewEngland,489536,1865,1863,20,mommy_mom,mommy,CDS,0,NA
NewEngland,489572,1865,1863,20,mommy_mom,mommy,CDS,0,NA
NewEngland,489590,1865,1863,20,mommy_mom,mommy,CDS,0,NA
NewEngland,489620,1865,1863,20,mommy_mom,mommy,CDS,0,NA
NewEngland,489646,1865,1863,20,mommy_mom,mommy,CDS,0,NA
NewEngland,489698,1892,1890,20,mommy_mom,mommy,CDS,0,NA
NewEngland,489727,1892,1890,20,mommy_mom,mommy,CDS,0,NA
NewEngland,489753,1980,1978,14,mommy_mom,mommy,CDS,0,NA
NewEngland,489772,1980,1978,14,mommy_mom,mommy,CDS,0,NA
NewEngland,489790,1892,1890,20,mommy_mom,mommy,CDS,0,NA
NewEngland,489860,1892,1890,20,mommy_mom,mommy,CDS,0,NA
NewEngland,490124,1892,1890,20,mommy_mom,mommy,CDS,0,NA
NewEngland,490199,1892,1890,20,mommy_mom,mommy,CDS,0,NA
NewEngland,490234,1892,1890,20,mommy_mom,mommy,CDS,0,NA
NewEngland,490239,1980,1978,14,mommy_mom,mommy,CDS,0,NA
NewEngland,490252,1906,1903,20,mommy_mom,mommy,CDS,0,1.791759469228055
NewEngland,490440,1906,1903,20,mommy_mom,mommy,CDS,0,NA
NewEngland,490577,1877,1875,19,mommy_mom,mommy,CDS,0,NA
NewEngland,490605,1865,1863,20,mommy_mom,mommy,CDS,0,1.0986122886681098
NewEngland,490965,1983,1981,20,mommy_mom,mommy,CDS,0,NA
NewEngland,490975,1912,1910,21,mommy_mom,mommy,CDS,0,NA
NewEngland,491017,1892,1890,20,mommy_mom,mommy,CDS,0,NA
NewEngland,491089,1892,1890,20,mommy_mom,mommy,CDS,0,NA
NewEngland,491101,1920,1870,20,mommy_mom,mommy,CDS,0,NA
NewEngland,491172,1919,1917,21,mommy_mom,mommy,CDS,0,NA
NewEngland,491268,1983,1981,20,mommy_mom,mommy,CDS,0,NA
NewEngland,491285,1983,1981,20,mommy_mom,mommy,CDS,0,NA
NewEngland,491316,1892,1890,20,mommy_mom,mommy,CDS,0,NA
NewEngland,491367,1906,1903,14,mommy_mom,mommy,CDS,0,NA
NewEngland,491398,1906,1903,14,mommy_mom,mommy,CDS,0,NA
NewEngland,491421,1983,1981,20,mommy_mom,mommy,CDS,0,NA
NewEngland,491450,1983,1981,20,mommy_mom,mommy,CDS,0,NA
NewEngland,491745,1912,1910,21,mommy_mom,mommy,CDS,0,NA
NewEngland,492293,1877,1875,19,mommy_mom,mommy,CDS,0,NA
NewEngland,492349,1877,1875,19,mommy_mom,mommy,CDS,0,NA
NewEngland,492361,1906,1903,14,mommy_mom,mommy,CDS,0,NA
