item,pair,form,form_numeric,speaker_id,target_child_id,age,pitch_mean,pitch_mean_scaled,pitch_range,pitch_range_scaled
bird,birdie_bird,ADS,1, 1717, 1716,20,216.80874,-2.931034e-01, 78.9775365,-1.7380155917
bird,birdie_bird,ADS,1, 1717, 1716,20,269.66407, 5.227948e-01,275.4422107, 0.0287352157
bird,birdie_bird,ADS,1, 1717, 1716,20,207.15351,-4.421459e-01, 40.4898510,-2.0841243757
bird,birdie_bird,ADS,1, 1722, 1719,22,246.48811, 1.650405e-01,280.2717763, 0.0721661228
bird,birdie_bird,ADS,1, 1722, 1719,22,195.43216,-6.230819e-01,134.5843547,-1.2379593274
bird,birdie_bird,ADS,1, 1722, 1719,22,198.25696,-5.794770e-01,220.3657021,-0.4665521245
bird,birdie_bird,ADS,1, 1722, 1719,22,192.23585,-6.724215e-01,317.0935594, 0.4032939211
bird,birdie_bird,ADS,1, 1722, 1719,22,194.86614,-6.318191e-01,102.5654373,-1.5258963243
bird,birdie_bird,ADS,1, 1725, 1723,22,249.25399, 2.077359e-01,139.9944647,-1.1893077505
bird,birdie_bird,ADS,1, 2338, 2335,16,127.76366,-1.667643e+00, 48.4019064,-2.0129735166
bird,birdie_bird,ADS,1, 2338, 2335,17,271.46982, 5.506692e-01,259.2305998,-0.1170511788
bird,birdie_bird,ADS,1, 2338, 2335,19,161.95178,-1.139900e+00,381.3837182, 0.9814369919
bird,birdie_bird,ADS,1, 2338, 2335,19,167.45268,-1.054985e+00,278.0096472, 0.0518234408
bird,birdie_bird,ADS,1, 2338, 2335,19,133.49907,-1.579109e+00,316.1933909, 0.3951989629
bird,birdie_bird,ADS,1, 2338, 2335,19,211.64587,-3.727999e-01,421.4344039, 1.3416013911
bird,birdie_bird,ADS,1, 2338, 2335,19,139.91397,-1.480085e+00,353.8961883, 0.7342494713
bird,birdie_bird,ADS,1, 2338, 2335,19,256.91022, 3.259208e-01,268.9701706,-0.0294659953
bird,birdie_bird,ADS,1, 2338, 2335,19,186.13713,-7.665640e-01,368.2051588, 0.8629259639
bird,birdie_bird,ADS,1, 2338, 2335,21,122.02842,-1.756175e+00,286.9131456, 0.1318900637
bird,birdie_bird,ADS,1, 2338, 2335,20,132.27453,-1.598011e+00,149.6959323,-1.1020652186
bird,birdie_bird,ADS,1, 2338, 2335,20,128.00357,-1.663940e+00,158.2948988,-1.0247371636
bird,birdie_bird,ADS,1, 2338, 2335,20,121.27310,-1.767834e+00,367.9190510, 0.8603530784
bird,birdie_bird,ADS,1, 2338, 2335,21,169.34295,-1.025807e+00,348.1282258, 0.6823798286
bird,birdie_bird,ADS,1, 2338, 2335,21,222.41419,-2.065753e-01,378.7282652, 0.9575572604
bird,birdie_bird,ADS,1, 2338, 2335,21,195.68752,-6.191399e-01,298.1041830, 0.2325278726
bird,birdie_bird,ADS,1, 2338, 2335,21,186.43419,-7.619786e-01,315.3402746, 0.3875271305
bird,birdie_bird,ADS,1, 2338, 2335,21,192.67539,-6.656366e-01,376.5756033, 0.9381989851
bird,birdie_bird,ADS,1, 2338, 2335,21,283.84279, 7.416639e-01,321.7307821, 0.4449951429
bird,birdie_bird,ADS,1, 2338, 2335,22,168.73567,-1.035181e+00,412.1682185, 1.2582732275
bird,birdie_bird,ADS,1, 2338, 2335,22,205.02984,-4.749278e-01,253.6015016,-0.1676720546
bird,birdie_bird,ADS,1, 2338, 2335,22,141.26458,-1.459237e+00,268.4288847,-0.0343336253
bird,birdie_bird,ADS,1, 2338, 2335,22,254.38491, 2.869390e-01,379.7809225, 0.9670235072
bird,birdie_bird,ADS,1, 2338, 2335,22,181.98480,-8.306612e-01,167.0535899,-0.9459727514
bird,birdie_bird,ADS,1, 2338, 2335,21,161.70361,-1.143731e+00,313.0170145, 0.3666347151
bird,birdie_bird,ADS,1, 2338, 2335,22,153.19318,-1.275101e+00,316.7599533, 0.4002938971
bird,birdie_bird,ADS,1, 2338, 2335,22,266.17176, 4.688860e-01,400.0645320, 1.1494282247
bird,birdie_bird,ADS,1, 2338, 2335,22,203.17204,-5.036056e-01,389.6451256, 1.0557294732
bird,birdie_bird,ADS,1, 2338, 2335,22,193.54849,-6.521590e-01,136.9642561,-1.2165575527
bird,birdie_bird,ADS,1, 2338, 2335,22,145.82877,-1.388782e+00,394.5874710, 1.1001745769
bird,birdie_bird,ADS,1, 2338, 2335,22,215.43829,-3.142584e-01,327.2047133, 0.4942206462
bird,birdie_bird,ADS,1, 2338, 2335,22,192.99342,-6.607274e-01,207.6065559,-0.5812914889
bird,birdie_bird,ADS,1, 2338, 2335,22,234.10396,-2.612678e-02,400.9450073, 1.1573460878
bird,birdie_bird,ADS,1, 2338, 2335,22,235.91395, 1.813047e-03,330.3207204, 0.5222420092
bird,birdie_bird,ADS,1, 2338, 2335,22,145.63553,-1.391765e+00,195.5546280,-0.6896710408
bird,birdie_bird,ADS,1, 2338, 2335,22,140.11417,-1.476995e+00,171.5597822,-0.9054498491
bird,birdie_bird,ADS,1, 2338, 2335,22,185.15123,-7.817829e-01,361.0352700, 0.7984491981
bird,birdie_bird,ADS,1, 2466, 2335,22,406.04146, 2.627977e+00,345.6764997, 0.6603321550
bird,birdie_bird,ADS,1, 2338, 2335,22,251.05044, 2.354667e-01,352.0141176, 0.7173245464
bird,birdie_bird,ADS,1, 2338, 2335,22,189.80917,-7.098808e-01,343.5851576, 0.6415253118
bird,birdie_bird,ADS,1, 2338, 2335,22,182.72696,-8.192049e-01,393.8446973, 1.0934950242
bird,birdie_bird,ADS,1, 2338, 2335,22,205.46908,-4.681475e-01,327.5513138, 0.4973375255
bird,birdie_bird,ADS,1, 2338, 2335,22,178.50640,-8.843554e-01,309.5153002, 0.3351447966
bird,birdie_bird,ADS,1, 2338, 2335,22,135.17912,-1.553174e+00,195.7277236,-0.6881144421
bird,birdie_bird,ADS,1, 2338, 2335,23,180.83849,-8.483562e-01,251.7698185,-0.1841438587
bird,birdie_bird,ADS,1, 2338, 2335,22,167.98808,-1.046721e+00,323.1573873, 0.4578241971
bird,birdie_bird,ADS,1, 2338, 2335,22,176.91502,-9.089207e-01,359.4818968, 0.7844801555
bird,birdie_bird,ADS,1, 2338, 2335,22,163.00640,-1.123620e+00,361.6085723, 0.8036047423
bird,birdie_bird,ADS,1, 2338, 2335,23,167.78818,-1.049807e+00,333.3861976, 0.5498089717
bird,birdie_bird,ADS,1, 2338, 2335,22,175.15947,-9.360201e-01, 60.4417005,-1.9047030811
bird,birdie_bird,ADS,1, 2338, 2335,22,180.06184,-8.603450e-01,386.1415800, 1.0242230863
bird,birdie_bird,ADS,1, 2338, 2335,22,196.88188,-6.007033e-01,386.5767918, 1.0281368227
bird,birdie_bird,ADS,1, 2338, 2335,22,149.01958,-1.339527e+00,170.9238104,-0.9111689619
bird,birdie_bird,ADS,1, 2338, 2335,22,172.17297,-9.821210e-01,369.8054281, 0.8773167297
bird,birdie_bird,ADS,1, 2338, 2335,22,151.56923,-1.300170e+00,347.4542853, 0.6763192743
bird,birdie_bird,ADS,1, 2338, 2335,22,152.73688,-1.282145e+00,392.2662218, 1.0793002446
bird,birdie_bird,ADS,1, 2338, 2335,22,139.34530,-1.488864e+00,147.6965064,-1.1200454853
bird,birdie_bird,ADS,1, 2338, 2335,22,183.13712,-8.128735e-01,418.0697402, 1.3113439294
bird,birdie_bird,ADS,1, 2338, 2335,23,270.27710, 5.322578e-01,313.8593245, 0.3742093690
bird,birdie_bird,ADS,1, 2338, 2335,22,199.57405,-5.591458e-01,393.5063374, 1.0904522506
bird,birdie_bird,ADS,1, 2338, 2335,22,164.85683,-1.095056e+00,101.8291277,-1.5325177461
bird,birdie_bird,ADS,1, 2338, 2335,22,167.52334,-1.053895e+00,377.1931186, 0.9437521241
bird,birdie_bird,ADS,1, 2338, 2335,23,142.29499,-1.443331e+00, 80.6835292,-1.7226740859
bird,birdie_bird,ADS,1, 2338, 2335,22,156.49666,-1.224107e+00,276.7111232, 0.0401461848
bird,birdie_bird,ADS,1, 2467, 2335,23,369.49639, 2.063851e+00,394.3515103, 1.0980526497
bird,birdie_bird,ADS,1, 2338, 2335,23,136.63907,-1.530638e+00,356.7181130, 0.7596262356
bird,birdie_bird,ADS,1, 2467, 2335,23,210.22442,-3.947419e-01,400.3996272, 1.1524416406
bird,birdie_bird,ADS,1, 2338, 2335,23,347.61994, 1.726156e+00,379.0462409, 0.9604167248
bird,birdie_bird,ADS,1, 2338, 2335,23,190.17623,-7.042146e-01,276.5205627, 0.0384325279
bird,birdie_bird,ADS,1, 2338, 2335,23,185.32478,-7.791038e-01,322.2012223, 0.4492256776
bird,birdie_bird,ADS,1, 2467, 2335,23,385.76289, 2.314948e+00,323.8113047, 0.4637046898
bird,birdie_bird,ADS,1, 2466, 2335,22,318.30960, 1.273709e+00,377.3194200, 0.9448879167
bird,birdie_bird,ADS,1, 2466, 2335,22,412.78980, 2.732147e+00,312.4170827, 0.3612396991
bird,birdie_bird,ADS,1, 2338, 2335,23,169.04516,-1.030403e+00,379.0773079, 0.9606961013
bird,birdie_bird,ADS,1, 2338, 2335,22,194.73122,-6.339018e-01,374.8958681, 0.9230936058
