item,pair,form,form_numeric,speaker_id,target_child_id,age,pitch_mean,pitch_mean_scaled,pitch_range,pitch_range_scaled
cat,kitty_cat,ADS,1, 2566, 2564,49,115.56689,-1.528078e+00,186.4619828,-0.4209689830
cat,kitty_cat,ADS,1, 2566, 2564,49, 91.71285,-1.873634e+00, 26.3150722,-1.7877985166
cat,kitty_cat,ADS,1, 2566, 2564,49,132.69592,-1.279943e+00,147.3577128,-0.7547179824
cat,kitty_cat,ADS,1, 2566, 2564,49,107.78097,-1.640867e+00, 89.3486600,-1.2498164281
cat,kitty_cat,ADS,1, 2566, 2564,49,119.14457,-1.476251e+00,409.3613988, 1.4814436437
cat,kitty_cat,ADS,1, 2566, 2564,49, 91.98453,-1.869698e+00, 31.4784809,-1.7437296087
cat,kitty_cat,ADS,1, 2566, 2564,49,146.49843,-1.079996e+00,383.6252460, 1.2617894921
cat,kitty_cat,ADS,1, 2566, 2564,49,115.62929,-1.527174e+00,413.1390987, 1.5136857379
cat,kitty_cat,ADS,1, 2566, 2564,49,176.81831,-6.407750e-01,348.6315872, 0.9631239349
cat,kitty_cat,ADS,1, 2566, 2564,49,214.79108,-9.069222e-02,415.3317914, 1.5324000369
cat,kitty_cat,ADS,1, 2566, 2564,49,122.66485,-1.425255e+00,396.1938354, 1.3690604922
cat,kitty_cat,ADS,1, 2566, 2564,49,100.31183,-1.749067e+00, 36.0603807,-1.7046237904
cat,kitty_cat,ADS,1, 2566, 2564,49,110.72838,-1.598170e+00,129.3592275,-0.9083323179
cat,kitty_cat,ADS,1, 2566, 2564,49, 99.59435,-1.759460e+00,345.6949160, 0.9380598924
cat,kitty_cat,ADS,1, 2566, 2564,49,104.69974,-1.685502e+00, 58.9926670,-1.5089002136
cat,kitty_cat,ADS,1, 2633, 2632,53,154.92135,-9.579798e-01,134.6205327,-0.8634278782
cat,kitty_cat,ADS,1, 2644, 2643,49,238.50194, 2.527892e-01, 25.4087011,-1.7955342563
cat,kitty_cat,ADS,1, 2644, 2643,49,147.05037,-1.072001e+00,362.0506023, 1.0776531882
cat,kitty_cat,ADS,1, 2624, 2622,51,132.31121,-1.285516e+00, 51.5979304,-1.5720131661
cat,kitty_cat,ADS,1, 2624, 2622,51,126.98800,-1.362629e+00,133.7479948,-0.8708748565
cat,kitty_cat,ADS,1, 2653, 2650,34,169.70239,-7.438580e-01,173.2466019,-0.5337602501
cat,kitty_cat,ADS,1, 2653, 2650,34,170.98374,-7.252960e-01,105.9220544,-1.1083650268
cat,kitty_cat,ADS,1, 2653, 2650,34,181.87801,-5.674790e-01,271.7208784, 0.3067027287
cat,kitty_cat,ADS,1, 2624, 2622,51,151.45301,-1.008223e+00,157.9599303,-0.6642296682
cat,kitty_cat,ADS,1, 2653, 2650,34,162.32702,-8.506994e-01,124.2501319,-0.9519376720
cat,kitty_cat,ADS,1, 2653, 2650,34,154.48459,-9.643069e-01,108.5034243,-1.0863334275
cat,kitty_cat,ADS,1, 2653, 2650,34,203.42678,-2.553182e-01,214.6989390,-0.1799708549
cat,kitty_cat,ADS,1, 2653, 2650,34,156.11435,-9.406977e-01,213.9626420,-0.1862550377
cat,kitty_cat,ADS,1, 2653, 2650,34,121.15253,-1.447163e+00, 21.5744789,-1.8282587598
cat,kitty_cat,ADS,1, 2624, 2622,51,184.28817,-5.325648e-01,189.6125487,-0.3940793822
cat,kitty_cat,ADS,1, 2653, 2650,34,112.64484,-1.570408e+00,109.8136754,-1.0751506332
cat,kitty_cat,ADS,1, 2624, 2622,51,185.36298,-5.169949e-01, 76.4865925,-1.3595922194
cat,kitty_cat,ADS,1, 2653, 2650,34,154.38997,-9.656774e-01,189.2816223,-0.3969037885
cat,kitty_cat,ADS,1, 2653, 2650,34,197.34531,-3.434159e-01,140.0525062,-0.8170668098
cat,kitty_cat,ADS,1, 2624, 2622,51,161.30396,-8.655197e-01, 73.3224363,-1.3865978108
cat,kitty_cat,ADS,1, 2653, 2650,34,245.95579, 3.607674e-01,217.8984318,-0.1526636708
cat,kitty_cat,ADS,1, 2653, 2650,34,132.26750,-1.286149e+00,324.9509521, 0.7610133141
cat,kitty_cat,ADS,1, 2653, 2650,34,151.63655,-1.005564e+00,408.6739691, 1.4755765352
cat,kitty_cat,ADS,1, 2624, 2622,51,130.30990,-1.314507e+00,101.2035535,-1.1486367146
cat,kitty_cat,ADS,1, 2653, 2650,34,133.17623,-1.272985e+00,163.5014774,-0.6169334060
cat,kitty_cat,ADS,1, 2653, 2650,34,215.02965,-8.723622e-02,307.3410180, 0.6107152039
cat,kitty_cat,ADS,1, 2624, 2622,51,129.39519,-1.327758e+00, 90.5305424,-1.2397292418
cat,kitty_cat,ADS,1, 2653, 2650,34,211.79801,-1.340505e-01,364.5814460, 1.0992535547
cat,kitty_cat,ADS,1, 2624, 2622,51,138.58484,-1.194634e+00, 33.2656049,-1.7284767773
cat,kitty_cat,ADS,1, 2653, 2650,34,148.32491,-1.053537e+00,245.6980531, 0.0846018710
cat,kitty_cat,ADS,1, 2653, 2650,34,185.06022,-5.213808e-01,239.6825978, 0.0332608744
cat,kitty_cat,ADS,1, 2653, 2650,34,117.01270,-1.507134e+00, 77.8150239,-1.3482542588
cat,kitty_cat,ADS,1, 2653, 2650,34,104.62918,-1.686525e+00, 41.1131818,-1.6614989017
cat,kitty_cat,ADS,1, 2653, 2650,34,191.70024,-4.251917e-01,210.4092315,-0.2165828566
cat,kitty_cat,ADS,1, 2653, 2650,34,114.62032,-1.541790e+00, 57.5110950,-1.5215452053
cat,kitty_cat,ADS,1, 2653, 2650,34,140.89375,-1.161187e+00,229.8794584,-0.0504074303
cat,kitty_cat,ADS,1, 2624, 2622,51,138.02323,-1.202770e+00, 91.4821374,-1.2316075228
cat,kitty_cat,ADS,1, 2624, 2622,51,140.17344,-1.171622e+00, 77.9233905,-1.3473293670
cat,kitty_cat,ADS,1, 2624, 2622,51,161.16239,-8.675706e-01, 93.7920968,-1.2118923713
cat,kitty_cat,ADS,1, 2624, 2622,51,131.82426,-1.292570e+00, 91.7719909,-1.2291336677
cat,kitty_cat,ADS,1, 2653, 2650,34,114.05953,-1.549914e+00, 29.0712288,-1.7642751398
cat,kitty_cat,ADS,1, 2653, 2650,34,145.62171,-1.092697e+00,197.5851047,-0.3260348289
cat,kitty_cat,ADS,1, 2653, 2650,34,143.28526,-1.126543e+00,272.3815219, 0.3123412205
cat,kitty_cat,ADS,1, 2624, 2622,51,119.09097,-1.477028e+00, 29.6756560,-1.7591164454
cat,kitty_cat,ADS,1, 2653, 2650,34,163.48578,-8.339133e-01,100.8359561,-1.1517741029
cat,kitty_cat,ADS,1, 2653, 2650,34,136.35347,-1.226959e+00,136.2531129,-0.8494940544
cat,kitty_cat,ADS,1, 2653, 2650,34,129.92606,-1.320068e+00,127.0468113,-0.9280684390
cat,kitty_cat,ADS,1, 2653, 2650,34,142.53577,-1.137400e+00,124.8995759,-0.9463947660
cat,kitty_cat,ADS,1, 2600, 2597,51,123.20336,-1.417454e+00,276.6065858, 0.3484014981
cat,kitty_cat,ADS,1, 2600, 2597,51,159.51164,-8.914837e-01,232.0206571,-0.0321326245
cat,kitty_cat,ADS,1, 2600, 2597,51,224.53444, 5.045258e-02,291.0722257, 0.4718635352
cat,kitty_cat,ADS,1, 2600, 2597,51, 83.21402,-1.996750e+00, 17.2554611,-1.8651209206
cat,kitty_cat,ADS,1, 2600, 2597,51,311.20738, 1.306018e+00,148.2353372,-0.7472275912
cat,kitty_cat,ADS,1, 2600, 2597,51,256.93454, 5.198083e-01,333.0637199, 0.8302545544
cat,kitty_cat,ADS,1, 2600, 2597,51,177.24905,-6.345352e-01,338.2281089, 0.8743318294
cat,kitty_cat,ADS,1, 2600, 2597,51,204.19530,-2.441852e-01,232.1427145,-0.0310908835
cat,kitty_cat,ADS,1, 2600, 2597,51,125.88594,-1.378594e+00, 59.0639103,-1.5082921630
cat,kitty_cat,ADS,1, 2600, 2597,51,145.94600,-1.087999e+00, 72.7447192,-1.3915285390
cat,kitty_cat,ADS,1, 2600, 2597,51,202.67021,-2.662781e-01,251.2949254, 0.1323703250
cat,kitty_cat,ADS,1, 2600, 2597,51,204.96505,-2.330345e-01, 50.9713203,-1.5773611883
cat,kitty_cat,ADS,1, 2600, 2597,51,122.17947,-1.432287e+00, 31.0649415,-1.7472591050
cat,kitty_cat,ADS,1, 2590, 2586,37,181.25369,-5.765230e-01,174.8022524,-0.5204830090
cat,kitty_cat,ADS,1, 2600, 2597,51,101.39133,-1.733429e+00,138.9049361,-0.8268611466
cat,kitty_cat,ADS,1, 2600, 2597,51,287.53453, 9.630873e-01,164.4818809,-0.6085658110
cat,kitty_cat,ADS,1, 2600, 2597,51,146.11454,-1.085557e+00,149.6081596,-0.7355107614
cat,kitty_cat,ADS,1, 2600, 2597,51,206.70814,-2.077837e-01,365.2277332, 1.1047695179
cat,kitty_cat,ADS,1, 2600, 2597,51,166.50003,-7.902481e-01,264.1541605, 0.2421219415
cat,kitty_cat,ADS,1, 2600, 2597,51,140.49411,-1.166976e+00,198.9470601,-0.3144107463
cat,kitty_cat,ADS,1, 2600, 2597,51,165.23813,-8.085284e-01, 83.2522924,-1.3018479988
cat,kitty_cat,ADS,1, 2600, 2597,51,180.27063,-5.907639e-01,176.7157204,-0.5041518506
cat,kitty_cat,ADS,1, 2590, 2586,37,113.52091,-1.557717e+00,147.5871420,-0.7527598392
cat,kitty_cat,ADS,1, 2590, 2586,37,158.50783,-9.060252e-01,139.1683405,-0.8246130297
cat,kitty_cat,ADS,1, 2600, 2597,51,148.84312,-1.046031e+00,267.4412022, 0.2701763430
cat,kitty_cat,ADS,1, 2624, 2622,51,264.17408, 6.246821e-01,228.4306374,-0.0627728966
cat,kitty_cat,ADS,1, 2642, 2640,38, 97.75322,-1.786131e+00,100.8124130,-1.1519750397
cat,kitty_cat,ADS,1, 2642, 2640,38,123.90635,-1.407271e+00,143.7682805,-0.7853532413
cat,kitty_cat,ADS,1, 2642, 2640,38,118.02882,-1.492414e+00, 39.0821778,-1.6788332116
cat,kitty_cat,ADS,1, 2642, 2640,38,136.89301,-1.219143e+00,128.3430130,-0.9170055539
cat,kitty_cat,ADS,1, 2642, 2640,38,263.69917, 6.178025e-01,257.6323803, 0.1864595386
cat,kitty_cat,ADS,1, 2642, 2640,38,131.04597,-1.303844e+00,116.7315667,-1.0161074826
cat,kitty_cat,ADS,1, 2642, 2640,38,194.06126,-3.909894e-01,307.1644880, 0.6092085475
cat,kitty_cat,ADS,1, 2642, 2640,38,178.58876,-6.151279e-01,146.7708020,-0.7597271766
cat,kitty_cat,ADS,1, 2642, 2640,38,145.69323,-1.091661e+00,183.9606179,-0.4423177521
cat,kitty_cat,ADS,1, 2642, 2640,38,114.06312,-1.549862e+00, 71.3984489,-1.4030187515
cat,kitty_cat,ADS,1, 2642, 2640,38, 95.69862,-1.815895e+00, 39.7624966,-1.6730267946
cat,kitty_cat,ADS,1, 2642, 2640,38, 78.65848,-2.062742e+00,  1.8020270,-1.9970136311
cat,kitty_cat,ADS,1, 2627, 2606,38,124.37635,-1.400462e+00, 36.0360420,-1.7048315179
cat,kitty_cat,ADS,1, 2627, 2606,38,124.10696,-1.404365e+00,130.6382930,-0.8974156884
cat,kitty_cat,ADS,1, 2627, 2606,38,134.16036,-1.258729e+00,122.1700146,-0.9696911570
cat,kitty_cat,ADS,1, 2627, 2606,38,106.86538,-1.654130e+00, 53.8511082,-1.5527826360
cat,kitty_cat,ADS,1, 2627, 2606,38,137.58875,-1.209064e+00,127.9010498,-0.9207776425
cat,kitty_cat,ADS,1, 2627, 2606,38,117.86484,-1.494789e+00, 44.8118783,-1.6299310890
cat,kitty_cat,ADS,1, 2627, 2606,38,115.60161,-1.527575e+00, 92.2941541,-1.2246770840
cat,kitty_cat,ADS,1, 2627, 2606,38,113.39320,-1.559567e+00, 43.2316955,-1.6434177092
cat,kitty_cat,ADS,1, 2627, 2606,38,100.09967,-1.752140e+00, 33.0802543,-1.7300587164
cat,kitty_cat,ADS,1, 2627, 2606,38,116.37907,-1.516313e+00, 97.7519244,-1.1780958444
cat,kitty_cat,ADS,1, 2627, 2606,38,116.70375,-1.511609e+00, 42.1702217,-1.6524772265
cat,kitty_cat,ADS,1, 2627, 2606,38,127.22804,-1.359152e+00, 85.5411989,-1.2823125303
cat,kitty_cat,ADS,1, 2627, 2606,38,114.96481,-1.536800e+00, 74.7273551,-1.3746070424
cat,kitty_cat,ADS,1, 2627, 2606,38,123.86972,-1.407801e+00,184.3200789,-0.4392498076
cat,kitty_cat,ADS,1, 2627, 2606,38,125.06699,-1.390457e+00, 90.6133468,-1.2390225185
cat,kitty_cat,ADS,1, 2627, 2606,38,107.60493,-1.643417e+00, 81.1371996,-1.3198999945
cat,kitty_cat,ADS,1, 2627, 2606,38,116.41831,-1.515744e+00, 88.3046565,-1.2587268395
cat,kitty_cat,ADS,1, 2627, 2606,38,134.32265,-1.256378e+00,291.8985234, 0.4789158607
cat,kitty_cat,ADS,1, 2627, 2606,38,138.74685,-1.192288e+00, 85.1985062,-1.2852373603
cat,kitty_cat,ADS,1, 2627, 2606,38,124.91235,-1.392698e+00, 74.8065678,-1.3739309746
cat,kitty_cat,ADS,1, 2627, 2606,38,106.41127,-1.660709e+00, 73.4563139,-1.3854551859
cat,kitty_cat,ADS,1, 2627, 2606,38,123.54772,-1.412466e+00,104.2709146,-1.1224572542
cat,kitty_cat,ADS,1, 2627, 2606,38,110.67965,-1.598876e+00,106.9516657,-1.0995774509
cat,kitty_cat,ADS,1, 2627, 2606,38,104.86065,-1.683171e+00, 50.6737288,-1.5799010863
cat,kitty_cat,ADS,1, 2660, 2658,43,104.23229,-1.692274e+00, 39.5928155,-1.6744749963
cat,kitty_cat,ADS,1, 2660, 2658,43,207.99092,-1.892010e-01,230.9863222,-0.0409605154
cat,kitty_cat,ADS,1, 2660, 2658,43, 78.88904,-2.059402e+00, 36.4514608,-1.7012859817
cat,kitty_cat,ADS,1, 2611, 2607,26,203.16623,-2.590926e-01,409.0855158, 1.4790890243
cat,kitty_cat,ADS,1, 2611, 2607,26,142.78256,-1.133825e+00,158.7173592,-0.6577651277
cat,kitty_cat,ADS,1, 2611, 2607,26,232.62020, 1.675849e-01,219.5571538,-0.1385067302
cat,kitty_cat,ADS,1, 2609, 2605,37,157.40052,-9.220659e-01,207.6675831,-0.2399824090
cat,kitty_cat,ADS,1, 2571, 2568,53,121.85813,-1.436942e+00, 65.5878879,-1.4526110057
cat,kitty_cat,ADS,1, 2571, 2568,53, 84.25910,-1.981611e+00,  5.3369811,-1.9668433354
cat,kitty_cat,ADS,1, 2609, 2605,37,126.48612,-1.369900e+00,125.6437208,-0.9400436024
cat,kitty_cat,ADS,1, 2609, 2605,37,176.31728,-6.480331e-01,138.2982882,-0.8320387937
cat,kitty_cat,ADS,1, 2609, 2605,37,196.21186,-3.598354e-01,117.3831074,-1.0105466821
cat,kitty_cat,ADS,1, 2609, 2605,37,112.67538,-1.569965e+00, 69.6734056,-1.4177417332
cat,kitty_cat,ADS,1, 2631, 2628,29,148.44924,-1.051736e+00, 82.6971078,-1.3065864150
cat,kitty_cat,ADS,1, 2609, 2605,37,124.69382,-1.395863e+00, 73.4286952,-1.3856909074
cat,kitty_cat,ADS,1, 2631, 2628,29,163.91164,-8.277442e-01,114.0424376,-1.0390587906
cat,kitty_cat,ADS,1, 2574, 2572,36,152.75796,-9.893192e-01,110.3370715,-1.0706835274
cat,kitty_cat,ADS,1, 2631, 2628,29,144.17743,-1.113619e+00,115.8829899,-1.0233499567
cat,kitty_cat,ADS,1, 2609, 2605,37,160.23297,-8.810344e-01,202.6452070,-0.2828476252
cat,kitty_cat,ADS,1, 2631, 2628,29,221.68705, 9.204561e-03, 86.5803753,-1.2734433172
cat,kitty_cat,ADS,1, 2631, 2628,29,134.25720,-1.257326e+00,123.2737825,-0.9602706661
cat,kitty_cat,ADS,1, 2631, 2628,29,186.37563,-5.023253e-01,119.3783029,-0.9935179919
cat,kitty_cat,ADS,1, 2574, 2572,36,155.56063,-9.487191e-01,118.2041682,-1.0035390530
cat,kitty_cat,ADS,1, 2574, 2572,36,165.11501,-8.103120e-01, 55.4903334,-1.5387920983
cat,kitty_cat,ADS,1, 2631, 2628,29,214.72106,-9.170652e-02,374.6173808, 1.1849087326
cat,kitty_cat,ADS,1, 2574, 2572,36,314.00339, 1.346522e+00,221.1810814,-0.1246467549
cat,kitty_cat,ADS,1, 2631, 2628,29,182.17890,-5.631202e-01,288.5549663, 0.4503791089
cat,kitty_cat,ADS,1, 2631, 2628,29,175.17846,-6.645304e-01, 96.0160883,-1.1929109412
cat,kitty_cat,ADS,1, 2574, 2572,36, 95.49952,-1.818779e+00, 60.7516627,-1.4938874529
cat,kitty_cat,ADS,1, 2631, 2628,29,167.42676,-7.768233e-01,154.6849392,-0.6921812193
cat,kitty_cat,ADS,1, 2631, 2628,29,174.92838,-6.681530e-01,155.3647673,-0.6863789891
cat,kitty_cat,ADS,1, 2631, 2628,29,128.03253,-1.347498e+00,136.9826909,-0.8432672170
cat,kitty_cat,ADS,1, 2574, 2572,36,344.84027, 1.793232e+00,253.8899278, 0.1545182761
cat,kitty_cat,ADS,1, 2631, 2628,29,158.96971,-8.993343e-01,156.1495270,-0.6796811852
cat,kitty_cat,ADS,1, 2574, 2572,36,325.28013, 1.509879e+00,133.2164290,-0.8754116892
cat,kitty_cat,ADS,1, 2631, 2628,29,156.21043,-9.393058e-01, 98.0758849,-1.1753308908
cat,kitty_cat,ADS,1, 2574, 2572,36,154.80112,-9.597215e-01,138.2479015,-0.8324688364
cat,kitty_cat,ADS,1, 2574, 2572,36,177.26147,-6.343553e-01, 68.5085095,-1.4276839441
cat,kitty_cat,ADS,1, 2631, 2628,29,196.24974,-3.592865e-01,218.9224052,-0.1439242131
cat,kitty_cat,ADS,1, 2631, 2628,29,132.61142,-1.281167e+00, 82.4454807,-1.3087340144
cat,kitty_cat,ADS,1, 2631, 2628,29,140.72663,-1.163608e+00,194.8536131,-0.3493476946
cat,kitty_cat,ADS,1, 2631, 2628,29,149.15838,-1.041464e+00,136.5918789,-0.8466027375
cat,kitty_cat,ADS,1, 2631, 2628,29,149.67881,-1.033925e+00,126.3446303,-0.9340614464
cat,kitty_cat,ADS,1, 2631, 2628,29,152.08380,-9.990852e-01,229.8250424,-0.0508718626
cat,kitty_cat,ADS,1, 2574, 2572,36,155.14292,-9.547701e-01, 98.4071745,-1.1725033848
cat,kitty_cat,ADS,1, 2631, 2628,29,156.01329,-9.421616e-01,224.0803882,-0.0999016122
cat,kitty_cat,ADS,1, 2574, 2572,36,141.11056,-1.158046e+00, 69.8385540,-1.4163322168
cat,kitty_cat,ADS,1, 2631, 2628,29,133.81682,-1.263705e+00,138.4399687,-0.8308295721
cat,kitty_cat,ADS,1, 2631, 2628,29,123.84295,-1.408189e+00,123.8281034,-0.9555396211
cat,kitty_cat,ADS,1, 2574, 2572,36,158.67407,-9.036170e-01, 91.3365950,-1.2328497054
cat,kitty_cat,ADS,1, 2574, 2572,36, 91.74594,-1.873154e+00, 75.3777645,-1.3690558977
cat,kitty_cat,ADS,1, 2571, 2568,53,106.63400,-1.657482e+00, 32.3902643,-1.7359476763
cat,kitty_cat,ADS,1, 2574, 2572,36,166.81209,-7.857276e-01,117.4297411,-1.0101486703
cat,kitty_cat,ADS,1, 2574, 2572,36,243.26471, 3.217838e-01,157.9355096,-0.6644380945
cat,kitty_cat,ADS,1, 2574, 2572,36,163.63181,-8.317979e-01,140.7871706,-0.8107965611
cat,kitty_cat,ADS,1, 2574, 2572,36,153.65025,-9.763932e-01,150.9807923,-0.7237955494
cat,kitty_cat,ADS,1, 2574, 2572,36,145.76918,-1.090560e+00, 79.0486522,-1.3377254293
cat,kitty_cat,ADS,1, 2574, 2572,36,125.92467,-1.378033e+00, 92.1591590,-1.2258292470
cat,kitty_cat,ADS,1, 2574, 2572,36,144.93115,-1.102700e+00,163.8007071,-0.6143795255
cat,kitty_cat,ADS,1, 2574, 2572,36,154.36236,-9.660774e-01, 51.6265800,-1.5717686463
cat,kitty_cat,ADS,1, 2574, 2572,36,191.55213,-4.273373e-01,221.8964950,-0.1185408087
cat,kitty_cat,ADS,1, 2574, 2572,36,118.13241,-1.490913e+00, 74.9113609,-1.3730365813
cat,kitty_cat,ADS,1, 2574, 2572,36,141.85298,-1.147291e+00,233.0543170,-0.0233104943
cat,kitty_cat,ADS,1, 2571, 2568,53,127.31305,-1.357920e+00, 38.9965464,-1.6795640628
cat,kitty_cat,ADS,1, 2609, 2605,37,127.49398,-1.355299e+00, 55.7483521,-1.5365899476
cat,kitty_cat,ADS,1, 2574, 2572,36,237.03912, 2.315984e-01,119.9428395,-0.9886997578
cat,kitty_cat,ADS,1, 2574, 2572,36, 92.19869,-1.866596e+00,218.4348245,-0.1480856400
cat,kitty_cat,ADS,1, 2574, 2572,36,128.32574,-1.343250e+00, 37.2720715,-1.6942821935
cat,kitty_cat,ADS,1, 2666, 2636,48,157.23616,-9.244469e-01,394.1332918, 1.3514740659
cat,kitty_cat,ADS,1, 2666, 2636,48,241.00346, 2.890267e-01,303.7578339, 0.5801332730
cat,kitty_cat,ADS,1, 2609, 2605,37,121.02549,-1.449003e+00, 81.0860226,-1.3203367820
cat,kitty_cat,ADS,1, 2666, 2636,48,190.01295,-4.496342e-01,197.1056022,-0.3301273099
cat,kitty_cat,ADS,1, 2609, 2605,37,122.08775,-1.433615e+00, 28.4783203,-1.7693355235
cat,kitty_cat,ADS,1, 2609, 2605,37,196.93994,-3.492882e-01, 98.8452658,-1.1687643420
cat,kitty_cat,ADS,1, 2666, 2636,48,174.58628,-6.731087e-01,309.5784371, 0.6298112361
cat,kitty_cat,ADS,1, 2666, 2636,48,118.37539,-1.487394e+00,330.5467376, 0.8087724931
cat,kitty_cat,ADS,1, 2666, 2636,48,103.21808,-1.706966e+00, 41.0389466,-1.6621324872
cat,kitty_cat,ADS,1, 2609, 2605,37,101.93751,-1.725517e+00, 57.7522821,-1.5194867102
cat,kitty_cat,ADS,1, 2666, 2636,48,368.06968, 2.129739e+00,258.1721140, 0.1910660843
cat,kitty_cat,ADS,1, 2666, 2636,48,354.67471, 1.935696e+00,104.4590386,-1.1208516445
cat,kitty_cat,ADS,1, 2666, 2636,48,358.87588, 1.996556e+00,345.5453195, 0.9367831087
cat,kitty_cat,ADS,1, 2666, 2636,48,208.73515,-1.784199e-01,285.3176609, 0.4227491999
cat,kitty_cat,ADS,1, 2666, 2636,48,185.96189,-5.083189e-01,162.0899906,-0.6289802310
cat,kitty_cat,ADS,1, 2666, 2636,48,292.27093, 1.031700e+00,376.2088784, 1.1984919221
cat,kitty_cat,ADS,1, 2666, 2636,48,179.51494,-6.017109e-01, 98.5372315,-1.1713933674
cat,kitty_cat,ADS,1, 2666, 2636,48,191.76816,-4.242079e-01,343.5574957, 0.9198173356
cat,kitty_cat,ADS,1, 2666, 2636,48,139.65587,-1.179119e+00,158.0579410,-0.6633931614
cat,kitty_cat,ADS,1, 2666, 2636,48,118.26451,-1.489000e+00,169.8034910,-0.5631466775
cat,kitty_cat,ADS,1, 2666, 2636,48,128.18718,-1.345258e+00,110.6013486,-1.0684279626
cat,kitty_cat,ADS,1, 2666, 2636,48,132.39647,-1.284281e+00, 78.1855341,-1.3450920111
cat,kitty_cat,ADS,1, 2666, 2636,48,125.37962,-1.385929e+00, 85.6621808,-1.2812799678
cat,kitty_cat,ADS,1, 2666, 2636,48,126.10294,-1.375450e+00,105.6136785,-1.1109969682
cat,kitty_cat,ADS,1, 2666, 2636,48,151.61953,-1.005811e+00,151.1866019,-0.7220389960
cat,kitty_cat,ADS,1, 2666, 2636,48,129.97678,-1.319333e+00,121.4756152,-0.9756177503
cat,kitty_cat,ADS,1, 2666, 2636,48,232.19925, 1.614869e-01,211.6766295,-0.2057658071
cat,kitty_cat,ADS,1, 2666, 2636,48,159.58006,-8.904925e-01,386.5133590, 1.2864390975
cat,kitty_cat,ADS,1, 2666, 2636,48,124.67780,-1.396095e+00, 99.0264995,-1.1672175394
cat,kitty_cat,ADS,1, 2666, 2636,48,186.32473,-5.030627e-01,204.5167785,-0.2668740469
cat,kitty_cat,ADS,1, 2666, 2636,48,120.44970,-1.457345e+00,206.7807829,-0.2475511131
cat,kitty_cat,ADS,1, 2666, 2636,48,137.48465,-1.210572e+00,100.0077083,-1.1588430714
cat,kitty_cat,ADS,1, 2666, 2636,48,136.85728,-1.219660e+00,353.5999737, 1.0055283583
cat,kitty_cat,ADS,1, 2666, 2636,48,169.74187,-7.432861e-01,186.0281648,-0.4246715535
cat,kitty_cat,ADS,1, 2666, 2636,48,114.45891,-1.544129e+00, 78.4605507,-1.3427447861
cat,kitty_cat,ADS,1, 2565, 2564,49,156.44745,-9.358724e-01,308.2677179, 0.6186244468
cat,kitty_cat,ADS,1, 2565, 2564,49,173.65933,-6.865367e-01,190.6015298,-0.3856385790
cat,kitty_cat,ADS,1, 2565, 2564,49,119.07372,-1.477277e+00,107.3096938,-1.0965217359
cat,kitty_cat,ADS,1, 2565, 2564,49, 80.23758,-2.039867e+00, 31.3647519,-1.7447002683
cat,kitty_cat,ADS,1, 2565, 2564,49,123.27495,-1.416417e+00,167.6952935,-0.5811398227
cat,kitty_cat,ADS,1, 2565, 2564,49,207.05341,-2.027819e-01, 69.8475203,-1.4162556906
cat,kitty_cat,ADS,1, 2565, 2564,49,183.44169,-5.448271e-01,232.9464835,-0.0242308373
cat,kitty_cat,ADS,1, 2565, 2564,49,159.54416,-8.910126e-01,163.2848609,-0.6187821949
cat,kitty_cat,ADS,1, 2565, 2564,49,186.71546,-4.974025e-01,183.2242603,-0.4486024522
cat,kitty_cat,ADS,1, 2565, 2564,49,187.13722,-4.912928e-01,206.8363045,-0.2470772447
cat,kitty_cat,ADS,1, 2565, 2564,49,174.58269,-6.731607e-01,300.0894398, 0.5488240865
cat,kitty_cat,ADS,1, 2565, 2564,49,181.82444,-5.682551e-01,177.0330025,-0.5014438968
cat,kitty_cat,ADS,1, 2596, 2585,43,128.18731,-1.345256e+00, 60.3320695,-1.4974686165
cat,kitty_cat,ADS,1, 2565, 2564,49,145.65452,-1.092221e+00,255.5327584, 0.1685395856
cat,kitty_cat,ADS,1, 2565, 2564,49,127.09882,-1.361024e+00,185.8982124,-0.4257806778
cat,kitty_cat,ADS,1, 2565, 2564,49,150.14979,-1.027102e+00,153.6160433,-0.7013040832
cat,kitty_cat,ADS,1, 2565, 2564,49,162.01923,-8.551582e-01,137.5663580,-0.8382857071
cat,kitty_cat,ADS,1, 2565, 2564,49,122.65463,-1.425403e+00,153.1717249,-0.7050962730
cat,kitty_cat,ADS,1, 2565, 2564,49,154.75207,-9.604320e-01,259.2556885, 0.2003142277
cat,kitty_cat,ADS,1, 2596, 2585,43,138.48425,-1.196092e+00,165.1207363,-0.6031132772
cat,kitty_cat,ADS,1, 2565, 2564,49,148.37167,-1.052860e+00, 97.1132890,-1.1835465002
cat,kitty_cat,ADS,1, 2596, 2585,43,107.28839,-1.648003e+00, 37.3587895,-1.6935420687
cat,kitty_cat,ADS,1, 2565, 2564,49,175.33496,-6.622632e-01,166.1503753,-0.5943254646
cat,kitty_cat,ADS,1, 2596, 2585,43,125.66219,-1.381835e+00, 38.6988857,-1.6821045511
cat,kitty_cat,ADS,1, 2596, 2585,43,131.42915,-1.298294e+00,106.8578529,-1.1003781295
cat,kitty_cat,ADS,1, 2594, 2591,59,123.97866,-1.406223e+00,  2.8451488,-1.9881107449
cat,kitty_cat,ADS,1, 2594, 2591,59,142.68441,-1.135247e+00,203.7019563,-0.2738284307
cat,kitty_cat,ADS,1, 2596, 2585,43,151.38314,-1.009235e+00,125.1988456,-0.9438405449
