age,predicted,std.error,conf.low,conf.high,group,predictor,level
-1.595,0.4930249724531022,0.5202360598468418,0.25969664126449443,0.7294318666754531,1,Complexity,Lexical
-1.563,0.4953956535432857,0.5200518660837873,0.26159386309100235,0.7312286181171508,1,Complexity,Lexical
-1.548,0.49650698807760546,0.5199668378978525,0.2624857625418032,0.7320687476214853,1,Complexity,Lexical
-1.543,0.49687744113474885,0.5199386814653721,0.2627834264983888,0.7323484920798048,1,Complexity,Lexical
-1.537,0.4973219892929817,0.519905016736542,0.26314086312823187,0.7326839879014838,1,Complexity,Lexical
-1.531,0.49776654168526985,0.5198714862033939,0.26349856112478603,0.7330192679678248,1,Complexity,Lexical
-1.524,0.49828519055666914,0.5198325368911234,0.26391620533514726,0.7334101549742531,1,Complexity,Lexical
-1.516,0.49887793657762924,0.5197882471468038,0.2643939473427394,0.7338565223356606,1,Complexity,Lexical
-1.507,0.49954477953813714,0.5197387065455108,0.26493195990333657,0.7343582249916951,1,Complexity,Lexical
-1.496,0.5003598117837822,0.5196785673664418,0.26559032403763533,0.7349707534497395,1,Complexity,Lexical
-1.484,0.5012489355394909,0.5196134760841327,0.2663095322139037,0.7356381317883826,1,Complexity,Lexical
-1.469,0.5023603284677015,0.5195328681266322,0.26720999501812104,0.7364711268254567,1,Complexity,Lexical
-1.451,0.5036939682278476,0.5194372481066274,0.26829267352284636,0.7374689142571726,1,Complexity,Lexical
-1.44,0.5045089456391516,0.5193794097764666,0.26895544671898225,0.7380777000460893,1,Complexity,Lexical
-1.429,0.505323899090904,0.5193220238635875,0.26961907926889667,0.7386857455070047,1,Complexity,Lexical
-1.416,0.5062869890873232,0.5192547876351847,0.2704044771512258,0.7394033879290418,1,Complexity,Lexical
-1.401,0.5073981883444467,0.5191779931396107,0.27131218818122266,0.740230145524541,1,Complexity,Lexical
-1.389,0.5082870956510782,0.5191171639461799,0.27203949712550585,0.7408905527353604,1,Complexity,Lexical
-1.383,0.5087315300069049,0.5190869515490553,0.2724035306194175,0.7412204226532237,1,Complexity,Lexical
-1.38,0.508953742053272,0.5190718959107057,0.2725856419590275,0.7413852740743023,1,Complexity,Lexical
-1.377,0.5091759505616043,0.5190568739830774,0.2727678162981942,0.7415500697594396,1,Complexity,Lexical
-1.364,0.5101388110732887,0.5189921685807457,0.27355796528741666,0.7422635395321493,1,Complexity,Lexical
-1.353,0.5109534807306728,0.5189379124979465,0.2742274733696679,0.7428664248018083,1,Complexity,Lexical
-1.349,0.5112497100447047,0.518918295461956,0.2744711395638194,0.7430854691242395,1,Complexity,Lexical
-1.341,0.5118421447611913,0.5188792413469718,0.27495880524141136,0.743523258630581,1,Complexity,Lexical
-1.313,0.5139153933798708,0.5187444422009949,0.27666912277181777,0.7450523729144333,1,Complexity,Lexical
-1.292,0.5154700195466413,0.5186452734966989,0.2779554038227605,0.7461959824444477,1,Complexity,Lexical
-1.287,0.5158401256372536,0.5186219059326509,0.2782621067121198,0.7464678614684157,1,Complexity,Lexical
-1.28,0.5163582448839062,0.5185893490723623,0.278691777780436,0.7468482273127044,1,Complexity,Lexical
-1.268,0.5172463668766213,0.5185339655264976,0.27942913415832826,0.7474995632754947,1,Complexity,Lexical
-1.24,0.5193182181917652,0.5184068416396951,0.28115343513286883,0.7490158013851642,1,Complexity,Lexical
-1.208,0.5216852308495032,0.5182651669839914,0.28313054123698306,0.7507425402173222,1,Complexity,Lexical
-1.201,0.522202888785948,0.5182346892146513,0.2835639483732033,0.7511193928941585,1,Complexity,Lexical
-1.19,0.5230162544836588,0.5181871682075531,0.28424567737589307,0.7517109560882201,1,Complexity,Lexical
-1.17,0.5244947855062483,0.5181019335677114,0.28548724588464613,0.7527845363679296,1,Complexity,Lexical
-1.159,0.5253077962357999,0.5180556966927848,0.28617123768237673,0.7533739088745705,1,Complexity,Lexical
-1.125,0.5278198714941682,0.5179156655529278,0.28829042834369556,0.7551906673767815,1,Complexity,Lexical
-1.089,0.5304781784778352,0.5177721485314255,0.2905425026011407,0.7571061241284773,1,Complexity,Lexical
-1.084,0.5308472544845978,0.5177526023464536,0.29085595477458587,0.7573714924857723,1,Complexity,Lexical
-1.069,0.5319542784585246,0.5176945299852662,0.29179727755959306,0.758166618121592,1,Complexity,Lexical
-1.057,0.5328396717336289,0.5176486837316404,0.2925513758951881,0.7588016590716924,1,Complexity,Lexical
-1.037,0.5343148649225713,0.5175734818961099,0.29381025089920987,0.7598579626148391,1,Complexity,Lexical
-1.001,0.536968683535735,0.5174419275116299,0.2960826195256066,0.7617526773034506,1,Complexity,Lexical
-0.981,0.5384421324647667,0.5173709589447585,0.29734856948857064,0.7628015983145113,1,Complexity,Lexical
-0.969,0.5393258812039445,0.5173291040433,0.2981093383386963,0.7634296787183397,1,Complexity,Lexical
-0.914,0.5433731499448669,0.5171442423722988,0.3016075885612053,0.7662961212429754,1,Complexity,Lexical
-0.874,0.5463130561327894,0.5170169933970513,0.30416337550718797,0.7683681017844879,1,Complexity,Lexical
-0.86,0.5473412713414382,0.5169738888283307,0.30506018027974735,0.769090754865613,1,Complexity,Lexical
-0.849,0.5481488718260498,0.5169405422642132,0.3057656352692559,0.7696576270827374,1,Complexity,Lexical
-0.83,0.5495432186487011,0.5168840244680314,0.3069858444695741,0.7706348456858861,1,Complexity,Lexical
-0.798,0.5518898231057839,0.5167919322404886,0.3090457525806285,0.772275163361844,1,Complexity,Lexical
-0.77,0.5539412118112461,0.5167145396272996,0.3108530838031615,0.7737047359073068,1,Complexity,Lexical
