age,predicted,std.error,conf.low,conf.high,group,predictor,level
-0.96,0.6911154604297504,0.4036457746908241,0.503551983240422,0.8315245153251266,1,Verbs,Syntactic
-0.29,0.6984574934402855,0.40351975005959856,0.5122673266186017,0.8362857060892113,1,Verbs,Syntactic
0.37,0.7055919856291605,0.4035429102142349,0.5207732769793734,0.8409080666562687,1,Verbs,Syntactic
1.04,0.7127329463341711,0.40371593098220127,0.5293227719900062,0.8455299288188481,1,Verbs,Syntactic
1.71,0.7197694907695018,0.40403939240581616,0.5377818030138609,0.8500790455109356,1,Verbs,Syntactic
2.37,0.7265971207308647,0.40450476489075105,0.5460220995307458,0.8544875735917307,1,Verbs,Syntactic
3.04,0.7334210835949926,0.40512563210491065,0.554289637892242,0.8588876002517796,1,Verbs,Syntactic
3.7,0.7400362331808067,0.40588279633368274,0.5623343214434645,0.8631463967433728,1,Verbs,Syntactic
4.37,0.7466417265151596,0.40679836849596324,0.5703969096940739,0.8673917028359425,1,Verbs,Syntactic
5.04,0.7531353681022973,0.4078609885788162,0.5783520391490777,0.8715571850609831,1,Verbs,Syntactic
5.7,0.7594217796399704,0.40905040653125285,0.5860810685963018,0.8755813650122114,1,Verbs,Syntactic
6.37,0.7656906579094707,0.4104013934663734,0.5938162006056481,0.879585199667392,1,Verbs,Syntactic
7.03,0.7717542435768466,0.41187224379122794,0.6013248718161579,0.8834483182423208,1,Verbs,Syntactic
7.7,0.7777957950944904,0.4135059965268032,0.6088332197410129,0.8872870347511522,1,Verbs,Syntactic
8.37,0.7837222451316109,0.4152797590345724,0.6162254990404352,0.8910415619759704,1,Verbs,Syntactic
9.03,0.7894475155184052,0.4171622013293388,0.6233931346264152,0.8946572429128646,1,Verbs,Syntactic
10.36,0.8006448540125835,0.4213556489737461,0.6374902671416255,0.9016923447214075,1,Verbs,Syntactic
11.03,0.8061138044734972,0.4236666644742856,0.6444158137881233,0.9051088671376589,1,Verbs,Syntactic
12.36,0.8166306890042799,0.4286377330835347,0.6578145538546794,0.9116378629207224,1,Verbs,Syntactic
