age,predicted,std.error,conf.low,conf.high,group,Predictor,level
-0.836,0.634200404349456,0.4345924761482745,0.4251893135845629,0.8025113636992318,1,Pitch range,Prosodic
-0.835,0.6342008291335175,0.43459181439606326,0.4251900780915734,0.8025114483363872,1,Pitch range,Prosodic
-0.834,0.6342012539173703,0.43459115338337373,0.4251908422446944,0.8025115332032317,1,Pitch range,Prosodic
-0.833,0.6342016787010141,0.43459049311020925,0.4251916060439235,0.8025116182997659,1,Pitch range,Prosodic
-0.832,0.6342021034844493,0.43458983357657327,0.4251923694892589,0.8025117036259911,1,Pitch range,Prosodic
-0.831,0.6342025282676756,0.4345891747824691,0.42519313258069846,0.8025117891819077,1,Pitch range,Prosodic
-0.83,0.6342029530506934,0.4345885167279001,0.4251938953182402,0.8025118749675167,1,Pitch range,Prosodic
-0.829,0.6342033778335022,0.4345878594128697,0.42519465770188164,0.802511960982819,1,Pitch range,Prosodic
-0.828,0.6342038026161024,0.43458720283738117,0.425195419731621,0.8025120472278151,1,Pitch range,Prosodic
-0.827,0.6342042273984937,0.4345865470014379,0.4251961814074559,0.8025121337025061,1,Pitch range,Prosodic
-0.826,0.6342046521806763,0.43458589190504326,0.4251969427293845,0.8025122204068927,1,Pitch range,Prosodic
-0.825,0.6342050769626502,0.43458523754820055,0.42519770369740445,0.8025123073409758,1,Pitch range,Prosodic
-0.824,0.6342055017444151,0.43458458393091315,0.4251984643115138,0.8025123945047561,1,Pitch range,Prosodic
-0.823,0.6342059265259715,0.4345839310531844,0.4251992245717106,0.8025124818982345,1,Pitch range,Prosodic
-0.822,0.634206351307319,0.4345832789150175,0.42519998447799234,0.8025125695214117,1,Pitch range,Prosodic
-0.821,0.6342067760884577,0.434582627516416,0.4252007440303573,0.8025126573742886,1,Pitch range,Prosodic
-0.82,0.6342072008693876,0.4345819768573831,0.4252015032288033,0.8025127454568658,1,Pitch range,Prosodic
-0.819,0.6342076256501089,0.4345813269379221,0.4252022620733283,0.8025128337691444,1,Pitch range,Prosodic
-0.818,0.6342080504306213,0.4345806777580364,0.42520302056393,0.8025129223111251,1,Pitch range,Prosodic
-0.817,0.634208475210925,0.43458002931772927,0.4252037787006065,0.8025130110828087,1,Pitch range,Prosodic
-0.816,0.6342088999910199,0.43457938161700393,0.4252045364833556,0.8025131000841959,1,Pitch range,Prosodic
-0.815,0.634209324770906,0.4345787346558639,0.42520529391217526,0.8025131893152875,1,Pitch range,Prosodic
-0.814,0.6342097495505833,0.4345780884343123,0.4252060509870635,0.8025132787760842,1,Pitch range,Prosodic
-0.813,0.6342101743300519,0.43457744295235246,0.42520680770801816,0.8025133684665872,1,Pitch range,Prosodic
-0.812,0.6342105991093117,0.43457679820998774,0.42520756407503707,0.8025134583867969,1,Pitch range,Prosodic
-0.811,0.6342110238883628,0.4345761542072214,0.4252083200881186,0.8025135485367143,1,Pitch range,Prosodic
-0.81,0.634211448667205,0.4345755109440567,0.42520907574726,0.80251363891634,1,Pitch range,Prosodic
-0.809,0.6342118734458385,0.43457486842049703,0.42520983105245963,0.8025137295256748,1,Pitch range,Prosodic
-0.808,0.6342122982242632,0.43457422663654555,0.42521058600371536,0.8025138203647196,1,Pitch range,Prosodic
-0.807,0.634212723002479,0.43457358559220555,0.42521134060102495,0.8025139114334751,1,Pitch range,Prosodic
-0.806,0.6342131477804862,0.43457294528748036,0.4252120948443867,0.8025140027319422,1,Pitch range,Prosodic
-0.805,0.6342135725582846,0.43457230572237315,0.4252128487337984,0.8025140942601214,1,Pitch range,Prosodic
-0.804,0.6342139973358741,0.43457166689688737,0.42521360226925775,0.8025141860180138,1,Pitch range,Prosodic
-0.803,0.634214422113255,0.43457102881102605,0.4252143554507629,0.80251427800562,1,Pitch range,Prosodic
-0.802,0.634214846890427,0.4345703914647927,0.4252151082783118,0.8025143702229408,1,Pitch range,Prosodic
-0.801,0.6342152716673901,0.4345697548581903,0.4252158607519023,0.8025144626699768,1,Pitch range,Prosodic
-0.8,0.6342156964441447,0.4345691189912223,0.4252166128715326,0.8025145553467292,1,Pitch range,Prosodic
-0.799,0.6342161212206903,0.4345684838638919,0.4252173646372003,0.8025146482531983,1,Pitch range,Prosodic
-0.798,0.6342165459970271,0.4345678494762023,0.42521811604890364,0.8025147413893852,1,Pitch range,Prosodic
-0.797,0.6342169707731553,0.4345672158281568,0.4252188671066404,0.8025148347552904,1,Pitch range,Prosodic
-0.796,0.6342173955490746,0.4345665829197586,0.4252196178104087,0.8025149283509149,1,Pitch range,Prosodic
-0.795,0.6342178203247851,0.43456595075101095,0.42522036816020625,0.8025150221762591,1,Pitch range,Prosodic
-0.794,0.6342182451002869,0.434565319321917,0.4252211181560313,0.8025151162313242,1,Pitch range,Prosodic
-0.793,0.6342186698755798,0.4345646886324801,0.42522186779788157,0.8025152105161106,1,Pitch range,Prosodic
-0.792,0.6342190946506641,0.4345640586827034,0.4252226170857552,0.8025153050306194,1,Pitch range,Prosodic
-0.791,0.6342195194255394,0.43456342947259013,0.42522336601965005,0.802515399774851,1,Pitch range,Prosodic
-0.79,0.6342199442002061,0.43456280100214345,0.4252241145995643,0.8025154947488063,1,Pitch range,Prosodic
-0.789,0.6342203689746639,0.43456217327136665,0.4252248628254956,0.8025155899524861,1,Pitch range,Prosodic
-0.788,0.6342207937489129,0.4345615462802629,0.425225610697442,0.802515685385891,1,Pitch range,Prosodic
-0.787,0.6342212185229532,0.4345609200288354,0.4252263582154017,0.8025157810490219,1,Pitch range,Prosodic
-0.786,0.6342216432967847,0.43456029451708733,0.4252271053793725,0.8025158769418795,1,Pitch range,Prosodic
-0.785,0.6342220680704074,0.43455966974502197,0.4252278521893525,0.8025159730644645,1,Pitch range,Prosodic
-0.784,0.6342224928438213,0.4345590457126424,0.4252285986453396,0.8025160694167776,1,Pitch range,Prosodic
-0.783,0.6342229176170263,0.43455842241995185,0.4252293447473316,0.8025161659988196,1,Pitch range,Prosodic
-0.782,0.6342233423900225,0.4345577998669535,0.4252300904953268,0.8025162628105912,1,Pitch range,Prosodic
-0.781,0.6342237671628101,0.4345571780536506,0.42523083588932303,0.8025163598520932,1,Pitch range,Prosodic
-0.78,0.6342241919353888,0.43455655698004614,0.4252315809293183,0.8025164571233263,1,Pitch range,Prosodic
-0.779,0.6342246167077588,0.43455593664614356,0.4252323256153106,0.8025165546242912,1,Pitch range,Prosodic
-0.778,0.6342250414799199,0.4345553170519458,0.42523306994729804,0.8025166523549886,1,Pitch range,Prosodic
-0.777,0.6342254662518723,0.43455469819745607,0.4252338139252785,0.8025167503154194,1,Pitch range,Prosodic
-0.776,0.6342258910236158,0.4345540800826776,0.42523455754924994,0.802516848505584,1,Pitch range,Prosodic
-0.775,0.6342263157951505,0.4345534627076135,0.4252353008192104,0.8025169469254834,1,Pitch range,Prosodic
-0.774,0.6342267405664764,0.43455284607226696,0.4252360437351579,0.8025170455751182,1,Pitch range,Prosodic
-0.773,0.6342271653375937,0.4345522301766411,0.4252367862970906,0.8025171444544893,1,Pitch range,Prosodic
-0.772,0.6342275901085019,0.434551615020739,0.42523752850500607,0.802517243563597,1,Pitch range,Prosodic
-0.771,0.6342280148792016,0.434551000604564,0.4252382703589028,0.8025173429024425,1,Pitch range,Prosodic
-0.77,0.6342284396496922,0.434550386928119,0.4252390118587785,0.8025174424710262,1,Pitch range,Prosodic
-0.769,0.6342288644199742,0.43454977399140726,0.42523975300463135,0.8025175422693489,1,Pitch range,Prosodic
-0.768,0.6342292891900475,0.4345491617944319,0.4252404937964595,0.8025176422974115,1,Pitch range,Prosodic
-0.767,0.6342297139599118,0.434548550337196,0.42524123423426047,0.8025177425552144,1,Pitch range,Prosodic
-0.766,0.6342301387295673,0.43454793961970284,0.4252419743180327,0.8025178430427583,1,Pitch range,Prosodic
-0.765,0.6342305634990142,0.4345473296419553,0.4252427140477741,0.8025179437600443,1,Pitch range,Prosodic
-0.764,0.6342309882682521,0.4345467204039567,0.4252434534234826,0.8025180447070727,1,Pitch range,Prosodic
-0.763,0.6342314130372813,0.43454611190570996,0.4252441924451563,0.8025181458838442,1,Pitch range,Prosodic
-0.762,0.6342318378061016,0.4345455041472184,0.4252449311127933,0.8025182472903598,1,Pitch range,Prosodic
-0.761,0.6342322625747131,0.434544897128485,0.4252456694263914,0.80251834892662,1,Pitch range,Prosodic
-0.76,0.6342326873431159,0.4345442908495128,0.4252464073859491,0.8025184507926255,1,Pitch range,Prosodic
-0.759,0.6342331121113098,0.434543685310305,0.42524714499146393,0.8025185528883771,1,Pitch range,Prosodic
-0.758,0.6342335368792951,0.4345430805108647,0.4252478822429343,0.8025186552138754,1,Pitch range,Prosodic
-0.757,0.6342339616470714,0.4345424764511949,0.4252486191403579,0.8025187577691211,1,Pitch range,Prosodic
-0.756,0.6342343864146388,0.43454187313129883,0.4252493556837329,0.8025188605541148,1,Pitch range,Prosodic
-0.755,0.6342348111819975,0.4345412705511794,0.4252500918730576,0.8025189635688574,1,Pitch range,Prosodic
-0.754,0.6342352359491475,0.4345406687108398,0.4252508277083298,0.8025190668133496,1,Pitch range,Prosodic
-0.753,0.6342356607160886,0.43454006761028313,0.4252515631895474,0.8025191702875917,1,Pitch range,Prosodic
-0.752,0.634236085482821,0.4345394672495123,0.4252522983167088,0.8025192739915847,1,Pitch range,Prosodic
-0.751,0.6342365102493445,0.43453886762853056,0.42525303308981177,0.8025193779253293,1,Pitch range,Prosodic
-0.75,0.634236935015659,0.43453826874734086,0.42525376750885435,0.802519482088826,1,Pitch range,Prosodic
-0.749,0.634237359781765,0.4345376706059463,0.42525450157383493,0.8025195864820757,1,Pitch range,Prosodic
