term,estimate,std.error,statistic,p.value
Intercept,-0.4738570351471258,0.03935933479222231,-12.039254160381882,2.2094414784684565e-33
pitch_mean,-0.11221969925646247,0.0401651486871412,-2.793957023054402,0.0052067397867928255
age,0.13323117578913846,0.03944299346272298,3.3778160350596456,7.306394230979144e-4
pitch_mean:age,0.08706825575272337,0.04026866220650632,2.1621839659390396,0.03060399894458815
