term,estimate,std.error,statistic,p.value
Intercept,-0.5623712443640034,0.013670992385897186,-41.13609520726075,0
rarity,0.571988459350165,0.01471759231913585,38.86426848544134,0
age,0.1860154428290906,0.013713412035978588,13.564490175097154,6.503024373736971e-42
rarity:age,0.02375199375984076,0.0146287617359095,1.6236503258875483,0.10445045822605604
