term,estimate,std.error,statistic,p.value
Intercept,-0.3918918705470707,0.03072613251062285,-12.754350727726086,2.948208922760303e-37
complexity_wordbank,-0.11426280773614816,0.033459931690537924,-3.414914554905094,6.38020226273489e-4
age,-0.2649355399015937,0.036482312714227014,-7.262026998586543,3.813320582817622e-13
complexity_wordbank:age,-0.2804589373872348,0.034100128986958494,-8.224571159085516,1.9589046683217378e-16
