term,estimate,std.error,statistic,p.value
Intercept,-0.6115912407041042,0.025771865650820826,-23.730964959637106,1.7278236370492062e-124
rate,-0.213934324841253,0.02663206952499816,-8.032959084927432,9.514940596181241e-16
age,-0.3328881827228638,0.025793987748326815,-12.905650183712185,4.1827009592331615e-38
rate:age,-0.17338821477086508,0.026710040776637675,-6.491499441008776,8.498622653360674e-11
