term,estimate,std.error,statistic,p.value
Intercept,-0.7609012225342853,0.022722677668408478,-33.48642416347666,7.597429586174229e-246
pitch_mean,0.025213053666937473,0.02282050694776921,1.1048419618654501,0.2692280744766395
age,0.3532937270576229,0.02274357689775851,15.53378031282501,2.0493426324835862e-54
pitch_mean:age,-0.026461305144244465,0.022430376613462692,-1.1797084641174689,0.23811618632544096
