term,estimate,std.error,statistic,p.value
Intercept,-0.2916006542692434,0.013622427966805515,-21.405923744269526,1.1766589982487329e-101
verbs,-0.18910175810444674,0.014297588430080358,-13.226129639219439,6.199869767529543e-40
age,0.05353486901172233,0.01360565950147126,3.934750021190321,8.32833324880007e-5
verbs:age,0.01939777524891157,0.014303239832936668,1.3561805210203848,0.17504173812781362
