term,estimate,std.error,statistic,p.value
Intercept,1.4290276959301969,0.11072320345949635,12.906307361789342,4.147166572507635e-38
rarity,0.7189686162146876,0.11838928572668218,6.072919621075548,1.2560533489961293e-9
age,0.14015991487064206,0.1120108881157189,1.2513061652171018,0.21082279700737683
rarity:age,-0.22863976249076898,0.11137889401529986,-2.052810494413432,0.04009096033907539
