term,estimate,std.error,statistic,p.value
Intercept,1.9621928578676264,0.1742004342508591,11.263995215086265,1.9759293270339094e-29
pitch_range,-0.3295160661221921,0.16844957671143734,-1.9561703422186083,0.05044509097964075
age,-0.12544020408625403,0.17480974712423852,-0.7175812913744609,0.47301549655887826
pitch_range:age,0.06075344809219384,0.16867784354069207,0.36017444150889677,0.7187166866003001
