term,estimate,std.error,statistic,p.value
Intercept,-0.521827531876332,0.013255068064085433,-39.36815181584937,0
verbs,-0.042772157368953276,0.013923960581038945,-3.0718384413698048,0.0021274483689487154
age,0.20781336143766824,0.013302439130178959,15.622199763816736,5.1401216546263574e-55
verbs:age,-0.005650917846452379,0.013841466571297764,-0.40826005086558925,0.6830827651460425
