term,estimate,std.error,statistic,p.value
Intercept,-0.0014474768259948212,0.06678498335397298,-0.021673687007196237,0.9827082535678079
rate,0.057537812033982484,0.07155687843777737,0.8040849921089663,0.4213478914132162
age,-0.17384852925325378,0.06711389101070347,-2.5903509189405813,0.009587813976665452
rate:age,0.05783925262494601,0.08034271215500108,0.7199066483262315,0.4715824743509373
