term,estimate,std.error,statistic,p.value
Intercept,0.17652075384351806,0.05900702989204282,2.991520741960309,0.0027759167958411233
complexity_wordbank,0.18718270261792114,0.06357313319572136,2.9443680562612107,0.0032361489885137608
age,0.07035986348907187,0.06043402213580193,1.1642426071024279,0.24432570796893516
complexity_wordbank:age,0.18778336343639257,0.07139466767528253,2.6302155266058453,0.008533075138082694
