term,estimate,std.error,statistic,p.value
Intercept,-0.7575185261116699,0.028832078102492383,-26.273462614066183,3.856349711459426e-152
pitch_mean,0.20395182425611527,0.028734434002518402,7.097819439848375,1.2674061477072263e-12
age,-0.11350579018207964,0.028264683903004625,-4.015816719252736,5.92402821433203e-5
pitch_mean:age,0.06307986582531079,0.02553709353575639,2.470127061914386,0.013506506844603243
