term,estimate,std.error,statistic,p.value
Intercept,-0.7927551035421062,0.020494682154983967,-38.68101478945461,0
verbs,-0.3566768439355817,0.03409731345481851,-10.460555621433494,1.3108470931078264e-25
age,0.13610926676892754,0.020848372573747182,6.528531965143404,6.641743891111536e-11
verbs:age,0.354837513346104,0.03241610316249259,10.946334652484468,6.9191095471726684e-28
