term,estimate,std.error,statistic,p.value
Intercept,-0.5201648642540226,0.044644992392859864,-11.651135690129792,2.2642099158559284e-31
complexity_wordbank,-0.15199655701790335,0.04608268251368703,-3.2983443828982573,9.725677212948162e-4
age,-0.04993169771139863,0.047086295838782995,-1.0604295118553793,0.28894924200083516
complexity_wordbank:age,-0.11826287615429863,0.04723502384645704,-2.503711579329904,0.012289817396643334
