term,estimate,std.error,statistic,p.value
Intercept,-0.9170702395779378,0.018100966165319584,-50.66415964773151,0
rate,-0.23149398216877903,0.021485808974911865,-10.774273495547012,4.553626628834187e-27
age,0.17416280905013057,0.017914737063091567,9.721761945864422,2.4353045831913557e-22
rate:age,0.10273448261430278,0.019162288610630015,5.361284588799704,8.263221756570238e-8
