term,estimate,std.error,statistic,p.value
Intercept,-0.4266977228972352,0.02188591943534701,-19.496449493828166,1.1767294409577678e-84
pitch_range,0.04648011620323926,0.02191621754896685,2.120809218077431,0.03393786065423522
age,0.11603746154667895,0.021824132992905563,5.316933395906247,1.055306748124318e-7
pitch_range:age,0.003909263133246868,0.021920689859808277,0.17833668366498476,0.858458571148693
