term,estimate,std.error,statistic,p.value
Intercept,-0.5421095656094219,0.024069582480491455,-22.52259946963372,2.49306948884361e-112
rarity,0.18943353550347822,0.0240218492967012,7.885884769474937,3.123147044312012e-15
age,-0.3166273252613127,0.023621980025706753,-13.403928244657783,5.734571014711117e-41
rarity:age,0.012375550428478294,0.02444251209174122,0.5063125419363019,0.6126372598309726
