term,estimate,std.error,statistic,p.value
Intercept,109.09343541461354,35547.05650580957,0.0030689864685922463,0.9975513069233065
rate,95.20837579400333,31414.43271847163,0.003030720836095855,0.997581838338687
age,-68.15888705580004,22280.29678420922,-0.003059155257936532,0.9975591510576801
rate:age,-59.603162607020074,19690.037745535978,-0.00302707203395448,0.9975847496482264
