term,estimate,std.error,statistic,p.value
Intercept,-0.4583386622774097,0.038508108952211795,-11.902393411377425,1.1500084418906888e-32
rate,-0.030259812395301528,0.03891999919811577,-0.7774874876350587,0.4368712137476625
age,0.12394676344163925,0.03844612326706896,3.223907975861012,0.001264540289779308
rate:age,0.031090814857613128,0.037104114094362914,0.83793443440108,0.40206752806810125
