term,estimate,std.error,statistic,p.value
Intercept,-0.8251844542170204,0.020783531391711057,-39.70376538349602,0
num_tokens,-0.33996710826550897,0.029133506206398607,-11.669282298429353,1.8296019666151407e-31
age,0.1535464448917104,0.021281845020599814,7.214902878161397,5.397248386407134e-13
num_tokens:age,0.3803069109460976,0.026416925397760353,14.396335123024585,5.456097208318133e-47
