term,estimate,std.error,statistic,p.value
Intercept,1.8212627933517316,0.10956940458924441,16.622001371453205,4.829317828479305e-62
rarity,0.9876493201601757,0.10214516218470014,9.669075843007581,4.0804606967526006e-22
age,0.012664464485037694,0.11042960804174516,0.11468359536556726,0.9086959171283475
rarity:age,0.10766093855148985,0.10165581509591103,1.0590730933583392,0.28956649271925117
