term,estimate,std.error,statistic,p.value
Intercept,-0.289010326360333,0.013616441125918931,-21.225100133558474,5.600680512754335e-100
complexity_ratings,0.1506400304712594,0.013792758805427891,10.921675104764228,9.080540935741728e-28
age,0.03412744203458639,0.013644272643082486,2.501228385515198,0.012376333696346711
complexity_ratings:age,0.025109993939514613,0.013963121131378563,1.798308107711412,0.07212819563001546
