term,estimate,std.error,statistic,p.value
Intercept,-0.2930722344619348,0.013639281987879578,-21.487365296968765,2.043849533808637e-102
rarity,0.21686633705969185,0.013788603453267732,15.72794067177972,9.732528041540842e-56
age,0.03336038450911236,0.01366669702749584,2.440998321832632,0.014646722829450886
rarity:age,0.07399814370993284,0.013933791421845605,5.310696957463957,1.0920679071717415e-7
