term,estimate,std.error,statistic,p.value
Intercept,0.8102559810645944,0.21536446436009032,3.7622547594938545,1.6838839354929447e-4
complexity_wordbank,0.8730968868850519,0.22489093335964985,3.882312522972097,1.0346778106637418e-4
age,-0.09254931760921357,0.30181374133046784,-0.3066438168164042,0.7591144983025355
complexity_wordbank:age,-0.5661667432459107,0.3492565620371763,-1.6210625791639257,0.10500421838025795
