term,estimate,std.error,statistic,p.value
Intercept,-0.759722309110829,0.02880035244043433,-26.378924031645354,2.3914838075237797e-153
pitch_range,0.18519444504130506,0.029038636309726924,6.377518663962585,1.799801231485974e-10
age,-0.10751671684343493,0.02859782905054434,-3.7596111457764105,1.701776608921646e-4
pitch_range:age,0.0035524084921774945,0.029048970368056846,0.12229034100581526,0.9026690813449005
