term,estimate,std.error,statistic,p.value
Intercept,-0.605095168657645,0.02030657668985971,-29.797989976311726,4.148033856235035e-195
rate,0.12578248004205558,0.020941032711083548,6.0065079777790595,1.895616528290175e-9
age,0.3135231729444838,0.020399899250984312,15.36885888930829,2.6479181246670915e-53
rate:age,0.07314399178559532,0.020354994356583042,3.593417443613277,3.263690869268372e-4
