term,estimate,std.error,statistic,p.value
Intercept,-0.16076826741901837,0.03308468169570268,-4.85929618116593,1.1780378815291354e-6
rate,0.19686606352977712,0.03398359919023518,5.792972734516727,6.91513373796042e-9
age,-0.01840260967671815,0.033158116783857494,-0.5549956228418006,0.5788976544051988
rate:age,-0.044237618617702194,0.03291036574623846,-1.3441849585873533,0.17888858435302096
