term,estimate,std.error,statistic,p.value
Intercept,0.0180362834967365,0.06775635416245863,0.2661932407622038,0.7900903883823649
pitch_mean,0.029059262839341127,0.06871859973091943,0.42287332619011625,0.6723876850219302
age,-0.16894958925080847,0.06808339746400181,-2.4815093773799743,0.013082726797126909
pitch_mean:age,0.005859332077410235,0.06791008926306388,0.08628073002102665,0.9312432565604435
