item,transcript_id,corpus_name,target_child_name,media_start,media_end,audio_file,token,pitch_mean,pitch_min,pitch_max,pitch_range
daddy,42402,Providence,Naima,3859.741,3862.675,10609,2201,,,,
daddy,42409,Providence,Naima,2918.15,2922.26,10801,2202,,,,
daddy,42414,Providence,Naima,80.25,81.155,10910,2203,,,,
daddy,42405,Providence,Naima,2220.408,2221.61,10700,2204,,,,
daddy,42405,Providence,Naima,2221.61,2226.645,10700,2205,,,,
daddy,42394,Providence,Naima,1238.286,1240.561,10325,2206,,,,
daddy,42409,Providence,Naima,3062.415,3066.63,10801,2207,,,,
daddy,42409,Providence,Naima,3115.675,3117.528,10801,2208,,,,
daddy,42394,Providence,Naima,1364.625,1368.293,10325,2209,,,,
daddy,42405,Providence,Naima,2391.661,2393.825,10700,2210,,,,
daddy,42395,Providence,Naima,1444.168,1448.375,10403,2211,,,,
daddy,42412,Providence,Naima,2097.1,2099.275,10821,2212,,,,
daddy,42395,Providence,Naima,1510.82,1513.518,10403,2213,,,,
daddy,42395,Providence,Naima,1526.755,1528.703,10403,2214,,,,
daddy,42395,Providence,Naima,1532.926,1536.091,10403,2215,,,,
daddy,42405,Providence,Naima,2503.525,2507.545,10700,2216,,,,
daddy,42403,Providence,Naima,3446.893,3452.35,10604,2217,,,,
daddy,42409,Providence,Naima,3449.325,3451.42,10801,2218,,,,
daddy,42415,Providence,Naima,391.345,392.411,10915,2219,,,,
daddy,42409,Providence,Naima,3495.335,3500.748,10801,2220,,,,
daddy,42403,Providence,Naima,3774.491,3781.29,10604,2221,,,,
daddy,42408,Providence,Naima,2783.48,2807.795,10723,2222,,,,
daddy,42408,Providence,Naima,2815.648,2817.968,10723,2223,,,,
daddy,42408,Providence,Naima,2822.765,2826.563,10723,2224,,,,
daddy,42408,Providence,Naima,2884.498,2886.251,10723,2225,,,,
daddy,42414,Providence,Naima,840.915,843.573,10910,2226,,,,
daddy,42408,Providence,Naima,2939.786,2941.451,10723,2227,,,,
daddy,42405,Providence,Naima,3193.198,3199.713,10700,2228,,,,
daddy,42403,Providence,Naima,4118.311,4125.163,10604,2229,,,,
daddy,42405,Providence,Naima,3360.725,3370.15,10700,2230,,,,
daddy,42403,Providence,Naima,4197.9,4200.953,10604,2231,,,,
daddy,42414,Providence,Naima,1121.676,1125.206,10910,2232,,,,
daddy,42412,Providence,Naima,2983.9,2988.718,10821,2233,,,,
daddy,42393,Providence,Naima,4223.886,4225.505,10312,2234,,,,
daddy,42393,Providence,Naima,4228.758,4231.648,10312,2235,,,,
daddy,42408,Providence,Naima,3381.728,3393.151,10723,2236,,,,
daddy,42393,Providence,Naima,4238.306,4240.153,10312,2237,,,,
daddy,42393,Providence,Naima,4240.153,4243.255,10312,2238,,,,
daddy,42414,Providence,Naima,1453.355,1455.375,10910,2239,,,,
daddy,42414,Providence,Naima,1477.998,1482.358,10910,2240,,,,
daddy,42394,Providence,Naima,3088.276,3089.813,10325,2241,,,,
daddy,42414,Providence,Naima,1543.491,1546.988,10910,2242,,,,
daddy,42410,Providence,Naima,1867.261,1870.038,10808,2243,,,,
daddy,42393,Providence,Naima,4546.463,4548.373,10312,2244,,,,
daddy,42420,Providence,Naima,274.47,279.62,11018,2245,,,,
daddy,42420,Providence,Naima,284.76,286.335,11018,2246,,,,
daddy,42419,Providence,Naima,505,507.178,11116,2247,,,,
daddy,42408,Providence,Naima,3761.65,3763.878,10723,2248,,,,
daddy,42420,Providence,Naima,300.425,303,11018,2249,,,,
daddy,42415,Providence,Naima,1547.78,1549.231,10915,2250,,,,
daddy,42384,Providence,Lily,3085.46,3087.84,40002,2251,,,,
daddy,42384,Providence,Lily,3143.283,3156.775,40002,2252,,,,
daddy,42408,Providence,Naima,3833.186,3835.681,10723,2253,,,,
daddy,42414,Providence,Naima,1800.543,1807.87,10910,2254,,,,
daddy,42420,Providence,Naima,494.12,497.14,11018,2255,,,,
daddy,42420,Providence,Naima,497.14,499.91,11018,2256,,,,
daddy,42420,Providence,Naima,499.91,503.645,11018,2257,,,,
daddy,42395,Providence,Naima,3251.1,3253.755,10403,2258,,,,
daddy,42417,Providence,Naima,597.786,602.506,10925,2259,,,,
daddy,42420,Providence,Naima,554.595,562.66,11018,2260,,,,
daddy,42395,Providence,Naima,3272.115,3274.581,10403,2261,,,,
daddy,42395,Providence,Naima,3274.581,3278.945,10403,2262,,,,
daddy,42410,Providence,Naima,2267.375,2271.958,10808,2263,,,,
daddy,42395,Providence,Naima,3298.813,3306.731,10403,2264,,,,
daddy,42410,Providence,Naima,2303,2305.925,10808,2265,,,,
daddy,42408,Providence,Naima,4004.546,4008.523,10723,2266,,,,
daddy,42393,Providence,Naima,4838.665,4840.086,10312,2267,,,,
daddy,42393,Providence,Naima,4840.086,4843.82,10312,2268,,,,
daddy,42414,Providence,Naima,2099.545,2103.545,10910,2269,,,,
daddy,42395,Providence,Naima,3476.836,3480.386,10403,2270,,,,
daddy,42414,Providence,Naima,2134.463,2138.22,10910,2271,,,,
daddy,42395,Providence,Naima,3522.523,3529.948,10403,2272,,,,
daddy,42414,Providence,Naima,2227.513,2232.668,10910,2273,,,,
daddy,42395,Providence,Naima,3585.85,3589.818,10403,2274,,,,
daddy,42414,Providence,Naima,2285.943,2288.036,10910,2275,,,,
daddy,42414,Providence,Naima,2422.113,2425.42,10910,2276,,,,
daddy,42420,Providence,Naima,1047.89,1050.395,11018,2277,,,,
daddy,42420,Providence,Naima,1050.395,1056.045,11018,2278,,,,
daddy,42420,Providence,Naima,1104.75,1106.31,11018,2279,,,,
daddy,42420,Providence,Naima,1124.08,1127.81,11018,2280,,,,
daddy,42418,Providence,Naima,102.235,110.88,11005,2281,,,,
daddy,42395,Providence,Naima,4041.581,4046.915,10403,2282,,,,
daddy,42420,Providence,Naima,1396.39,1399.125,11018,2283,,,,
daddy,42420,Providence,Naima,1402.94,1404.815,11018,2284,,,,
daddy,42418,Providence,Naima,445.39,450.485,11005,2285,,,,
daddy,42395,Providence,Naima,4168.693,4177.686,10403,2286,,,,
daddy,42410,Providence,Naima,3358.816,3364.906,10808,2287,,,,
daddy,42395,Providence,Naima,4326.103,4329.436,10403,2288,,,,
daddy,42418,Providence,Naima,599.77,602.813,11005,2289,,,,
daddy,42406,Providence,Naima,440.375,445.018,10710,2290,,,,
daddy,42406,Providence,Naima,445.018,447.455,10710,2291,,,,
daddy,42395,Providence,Naima,4373.585,4378.506,10403,2292,,,,
daddy,42418,Providence,Naima,622.03,624.585,11005,2293,,,,
daddy,42425,Providence,Naima,217.818,219.428,11126,2294,,,,
daddy,42425,Providence,Naima,220.2,223.165,11126,2295,,,,
daddy,42425,Providence,Naima,243.968,256.351,11126,2296,,,,
daddy,42395,Providence,Naima,4408.621,4415.48,10403,2297,,,,
daddy,42406,Providence,Naima,489.063,492.091,10710,2298,,,,
daddy,42395,Providence,Naima,4428.241,4431.62,10403,2299,,,,
daddy,42395,Providence,Naima,4444.998,4449.368,10403,2300,,,,
daddy,42406,Providence,Naima,517.731,519.896,10710,2301,,,,
daddy,42395,Providence,Naima,4524.565,4529.705,10403,2302,,,,
daddy,42425,Providence,Naima,429.191,435.461,11126,2303,,,,
daddy,42425,Providence,Naima,435.461,437.126,11126,2304,,,,
daddy,42406,Providence,Naima,613.856,616.953,10710,2305,,,,
daddy,42395,Providence,Naima,4547.245,4551.625,10403,2306,,,,
daddy,42406,Providence,Naima,643.166,644.251,10710,2307,,,,
daddy,42395,Providence,Naima,4586.575,4592.061,10403,2308,,,,
daddy,42395,Providence,Naima,4592.061,4594.98,10403,2309,,,,
daddy,42395,Providence,Naima,4654.286,4657.756,10403,2310,,,,
daddy,42420,Providence,Naima,2200.81,2203.23,11018,2311,,,,
daddy,42420,Providence,Naima,2204.57,2207.17,11018,2312,,,,
daddy,42406,Providence,Naima,701.638,702.85,10710,2313,,,,
daddy,42420,Providence,Naima,2350.145,2353.325,11018,2314,,,,
daddy,42420,Providence,Naima,2547.88,2550.145,11018,2315,,,,
daddy,42414,Providence,Naima,3483.93,3487.9,10910,2316,,,,
daddy,42429,Providence,Naima,93.66,100.63,20100,2317,,,,
daddy,42420,Providence,Naima,2601.225,2607.305,11018,2318,,,,
daddy,42410,Providence,Naima,4123.298,4126.778,10808,2319,,,,
daddy,42414,Providence,Naima,3551.913,3554.705,10910,2320,,,,
daddy,42410,Providence,Naima,4129.25,4135.946,10808,2321,,,,
daddy,42414,Providence,Naima,3569.141,3571.718,10910,2322,,,,
daddy,42416,Providence,Naima,815.43,826.35,10921,2323,,,,
daddy,42429,Providence,Naima,237.811,240.23,20100,2324,,,,
daddy,42429,Providence,Naima,252.986,255.256,20100,2325,,,,
daddy,42414,Providence,Naima,3704.183,3705.326,10910,2326,,,,
daddy,42416,Providence,Naima,911.7,915.435,10921,2327,,,,
daddy,42429,Providence,Naima,305.645,312.36,20100,2328,,,,
daddy,42422,Providence,Naima,0,3.175,11012,2329,,,,
daddy,42422,Providence,Naima,51.053,54.648,11012,2330,,,,
daddy,42416,Providence,Naima,1026.45,1030.89,10921,2331,,,,
daddy,42422,Providence,Naima,91.593,94.368,11012,2332,,,,
daddy,42417,Providence,Naima,2706.023,2713.89,10925,2333,,,,
daddy,42428,Providence,Naima,2416.843,2432.03,20017,2334,,,,
daddy,42417,Providence,Naima,2743.918,2746.708,10925,2335,,,,
daddy,42417,Providence,Naima,2750.165,2756.301,10925,2336,,,,
daddy,42417,Providence,Naima,2764.098,2766.978,10925,2337,,,,
daddy,42429,Providence,Naima,462.9,463.9,20100,2338,,,,
daddy,42425,Providence,Naima,1264.383,1267.73,11126,2339,,,,
daddy,42421,Providence,Naima,1575.59,1578.835,11027,2340,,,,
daddy,42416,Providence,Naima,1407.54,1427.993,10921,2341,,,,
daddy,42425,Providence,Naima,1375.635,1377.123,11126,2342,,,,
daddy,42418,Providence,Naima,2309.31,2311.295,11005,2343,,,,
daddy,42418,Providence,Naima,2311.295,2314.875,11005,2344,,,,
daddy,42425,Providence,Naima,1384.486,1389.45,11126,2345,,,,
daddy,42421,Providence,Naima,1651.3,1653.68,11027,2346,,,,
daddy,42421,Providence,Naima,1653.43,1655.013,11027,2347,,,,
daddy,42430,Providence,Naima,1505.853,1507.975,20110,2348,,,,
daddy,42422,Providence,Naima,387.926,391.98,11012,2349,,,,
daddy,42422,Providence,Naima,432.905,436.505,11012,2350,,,,
daddy,42422,Providence,Naima,482.171,484.325,11012,2351,,,,
daddy,42422,Providence,Naima,484.325,486.108,11012,2352,,,,
daddy,42422,Providence,Naima,494.991,499.77,11012,2353,,,,
daddy,42429,Providence,Naima,731.5,735,20100,2354,,,,
daddy,42417,Providence,Naima,3130.881,3133.061,10925,2355,,,,
daddy,42429,Providence,Naima,781.62,785.583,20100,2356,,,,
daddy,42429,Providence,Naima,816.4,818.393,20100,2357,,,,
daddy,42429,Providence,Naima,869.883,871.5,20100,2358,,,,
daddy,42423,Providence,Naima,3376.75,3381.13,11107,2359,,,,
daddy,42422,Providence,Naima,732.85,736.033,11012,2360,,,,
daddy,42422,Providence,Naima,736.033,751.038,11012,2361,,,,
daddy,42422,Providence,Naima,754.116,757.331,11012,2362,,,,
daddy,42422,Providence,Naima,757.331,760.165,11012,2363,,,,
daddy,42429,Providence,Naima,951,953.615,20100,2364,,,,
daddy,42435,Providence,Naima,33.6,35.613,20217,2365,,,,
daddy,42422,Providence,Naima,868.188,872.646,11012,2366,,,,
daddy,42435,Providence,Naima,85.488,89.415,20217,2367,,,,
daddy,42422,Providence,Naima,924.118,929.318,11012,2368,,,,
daddy,42406,Providence,Naima,2003.568,2010.72,10710,2369,,,,
daddy,42435,Providence,Naima,119.413,121.613,20217,2370,,,,
daddy,42406,Providence,Naima,2015.755,2023.311,10710,2371,,,,
daddy,42422,Providence,Naima,986.446,989.508,11012,2372,,,,
daddy,42435,Providence,Naima,311.555,316.1,20217,2373,,,,
daddy,42429,Providence,Naima,1288.553,1292.943,20100,2374,,,,
daddy,42435,Providence,Naima,331.85,335.6,20217,2375,,,,
daddy,42435,Providence,Naima,360.625,364.038,20217,2376,,,,
daddy,42435,Providence,Naima,453.413,455.21,20217,2377,,,,
daddy,42429,Providence,Naima,1406.708,1408.186,20100,2378,,,,
daddy,42417,Providence,Naima,3848.618,3850.855,10925,2379,,,,
daddy,42406,Providence,Naima,2357.925,2361.126,10710,2380,,,,
daddy,42417,Providence,Naima,3883.418,3885.581,10925,2381,,,,
daddy,42417,Providence,Naima,3904.106,3908.1,10925,2382,,,,
daddy,42417,Providence,Naima,3937.02,3939.95,10925,2383,,,,
daddy,42429,Providence,Naima,1733.421,1735.991,20100,2384,,,,
daddy,42418,Providence,Naima,3767.375,3776.64,11005,2385,,,,
daddy,42416,Providence,Naima,3203.95,3215.08,10921,2386,,,,
daddy,42425,Providence,Naima,2738.355,2743.146,11126,2387,,,,
daddy,42418,Providence,Naima,3854.685,3858.125,11005,2388,,,,
daddy,42418,Providence,Naima,3858.125,3864.45,11005,2389,,,,
daddy,42435,Providence,Naima,1139.491,1140.945,20217,2390,,,,
daddy,42436,Providence,Naima,1185.293,1188.381,20306,2391,,,,
daddy,42416,Providence,Naima,3641.875,3644.19,10921,2392,,,,
daddy,42434,Providence,Naima,720.81,723.598,20211,2393,,,,
daddy,42406,Providence,Naima,2979.026,2983.886,10710,2394,,,,
daddy,42406,Providence,Naima,3066.611,3071.72,10710,2395,,,,
daddy,42406,Providence,Naima,3071.72,3073.566,10710,2396,,,,
daddy,42406,Providence,Naima,3073.566,3077.083,10710,2397,,,,
daddy,42434,Providence,Naima,980.508,981.51,20211,2398,,,,
daddy,42434,Providence,Naima,990.925,994.808,20211,2399,,,,
daddy,42422,Providence,Naima,1918.905,1926.4,11012,2400,,,,
daddy,42425,Providence,Naima,3233.703,3247,11126,2401,,,,
daddy,42436,Providence,Naima,1413.711,1414.891,20306,2402,,,,
daddy,42435,Providence,Naima,1550.955,1556.145,20217,2403,,,,
daddy,42436,Providence,Naima,1547.295,1548.811,20306,2404,,,,
daddy,42436,Providence,Naima,1550.521,1552.248,20306,2405,,,,
daddy,42422,Providence,Naima,2177.701,2183.37,11012,2406,,,,
daddy,42436,Providence,Naima,1599.941,1602.016,20306,2407,,,,
daddy,42436,Providence,Naima,1602.016,1605.108,20306,2408,,,,
daddy,42413,Providence,Naima,66.215,67.651,10908,2409,,,,
daddy,42436,Providence,Naima,1615.876,1618.596,20306,2410,,,,
daddy,42425,Providence,Naima,3585.828,3592.783,11126,2411,,,,
daddy,42436,Providence,Naima,1716.59,1718.015,20306,2412,,,,
daddy,42436,Providence,Naima,1718.015,1721.545,20306,2413,,,,
daddy,42436,Providence,Naima,1725.185,1726.085,20306,2414,,,,
daddy,42436,Providence,Naima,1735.811,1736.998,20306,2415,,,,
daddy,42436,Providence,Naima,1743.856,1744.65,20306,2416,,,,
daddy,42434,Providence,Naima,1777.946,1779.893,20211,2417,,,,
daddy,42430,Providence,Naima,4233.341,4234.71,20110,2418,,,,
daddy,42434,Providence,Naima,1844.693,1846.975,20211,2419,,,,
daddy,42416,Providence,Naima,4721.196,4724.43,10921,2420,,,,
daddy,42434,Providence,Naima,1859.641,1861.096,20211,2421,,,,
daddy,42436,Providence,Naima,1934.486,1937.183,20306,2422,,,,
daddy,42436,Providence,Naima,1937.183,1938.45,20306,2423,,,,
daddy,42431,Providence,Naima,1483.523,1491.54,20116,2424,,,,
daddy,42413,Providence,Naima,536.12,538.42,10908,2425,,,,
daddy,42413,Providence,Naima,544.145,548.078,10908,2426,,,,
daddy,42406,Providence,Naima,4148.351,4155.05,10710,2427,,,,
daddy,42413,Providence,Naima,626.745,634.838,10908,2428,,,,
daddy,42437,Providence,Naima,528.691,531.09,20316,2429,,,,
daddy,42424,Providence,Naima,1340.01,1344.635,11122,2430,,,,
daddy,42413,Providence,Naima,819.665,823.16,10908,2431,,,,
daddy,42413,Providence,Naima,827.623,832.548,10908,2432,,,,
daddy,42413,Providence,Naima,835.718,840.198,10908,2433,,,,
daddy,42413,Providence,Naima,845.858,849.98,10908,2434,,,,
daddy,42413,Providence,Naima,849.98,853.478,10908,2435,,,,
daddy,42413,Providence,Naima,853.478,856.551,10908,2436,,,,
daddy,42434,Providence,Naima,2158.683,2160.76,20211,2437,,,,
daddy,42424,Providence,Naima,1675.695,1678.285,11122,2438,,,,
daddy,42413,Providence,Naima,1164.505,1166.398,10908,2439,,,,
daddy,42413,Providence,Naima,1199.658,1201.88,10908,2440,,,,
daddy,42424,Providence,Naima,1739.42,1744.005,11122,2441,,,,
daddy,42435,Providence,Naima,2612.3,2613.988,20217,2442,,,,
daddy,42435,Providence,Naima,2621.115,2622.52,20217,2443,,,,
daddy,42413,Providence,Naima,1296.646,1298.778,10908,2444,,,,
daddy,42440,Providence,Naima,1631.565,1636.125,20416,2445,,,,
daddy,42440,Providence,Naima,1636.125,1639.971,20416,2446,,,,
daddy,42413,Providence,Naima,1427.28,1429.44,10908,2447,,,,
daddy,42440,Providence,Naima,1906.3,1921.978,20416,2448,,,,
daddy,42413,Providence,Naima,1469.715,1471.575,10908,2449,,,,
daddy,42413,Providence,Naima,1480.483,1482.773,10908,2450,,,,
daddy,42432,Providence,Naima,55.293,57.895,20124,2451,,,,
daddy,42432,Providence,Naima,136.991,142.53,20124,2452,,,,
daddy,42432,Providence,Naima,175.308,176.783,20124,2453,,,,
daddy,42424,Providence,Naima,2065.235,2067.07,11122,2454,,,,
daddy,42424,Providence,Naima,2071.84,2073.82,11122,2455,,,,
daddy,42422,Providence,Naima,3422.6,3424.231,11012,2456,,,,
daddy,42424,Providence,Naima,2113.275,2120.99,11122,2457,,,,
daddy,42422,Providence,Naima,3531.12,3535.296,11012,2458,,,,
daddy,42424,Providence,Naima,2255.79,2265.48,11122,2459,,,,
daddy,42434,Providence,Naima,2957.53,2961.451,20211,2460,,,,
daddy,42426,Providence,Naima,709.376,712.105,20004,2461,,,,
daddy,42424,Providence,Naima,2348.875,2354.325,11122,2462,,,,
daddy,42424,Providence,Naima,2354.325,2362.51,11122,2463,,,,
daddy,42424,Providence,Naima,2368.16,2372.89,11122,2464,,,,
daddy,42432,Providence,Naima,514.195,515.728,20124,2465,,,,
daddy,42424,Providence,Naima,2405.48,2409.88,11122,2466,,,,
daddy,42424,Providence,Naima,2428.715,2430.835,11122,2467,,,,
daddy,42432,Providence,Naima,619.833,644.813,20124,2468,,,,
daddy,42432,Providence,Naima,680.811,682.971,20124,2469,,,,
daddy,42424,Providence,Naima,2490.72,2493.345,11122,2470,,,,
daddy,42432,Providence,Naima,766.418,771.746,20124,2471,,,,
daddy,42424,Providence,Naima,2524.305,2528.745,11122,2472,,,,
daddy,42432,Providence,Naima,788.448,789.951,20124,2473,,,,
daddy,42434,Providence,Naima,3202.625,3204.958,20211,2474,,,,
daddy,42413,Providence,Naima,2540.283,2544.811,10908,2475,,,,
daddy,42445,Providence,Naima,701.81,702.903,20515,2476,,,,
daddy,42443,Providence,Naima,92.04,93.435,20507,2477,,,,
daddy,42443,Providence,Naima,93.435,97.128,20507,2478,,,,
daddy,42437,Providence,Naima,1702.12,1704.456,20316,2479,,,,
daddy,42443,Providence,Naima,115.9,123.5,20507,2480,,,,
daddy,42426,Providence,Naima,1234.088,1236.016,20004,2481,,,,
daddy,42424,Providence,Naima,2853.315,2856.17,11122,2482,,,,
daddy,42437,Providence,Naima,1856.21,1861.366,20316,2483,,,,
daddy,42422,Providence,Naima,4336.325,4339.141,11012,2484,,,,
daddy,42443,Providence,Naima,469.973,474.113,20507,2485,,,,
daddy,42424,Providence,Naima,3066.875,3074.965,11122,2486,,,,
daddy,42424,Providence,Naima,3143.005,3146.51,11122,2487,,,,
daddy,42445,Providence,Naima,1099.763,1107.318,20515,2488,,,,
daddy,42438,Providence,Naima,113.703,115.476,20324,2489,,,,
daddy,42437,Providence,Naima,2217.913,2221.306,20316,2490,,,,
daddy,42437,Providence,Naima,2243.588,2247.83,20316,2491,,,,
daddy,42437,Providence,Naima,2249.253,2251.893,20316,2492,,,,
daddy,42438,Providence,Naima,199.188,201.656,20324,2493,,,,
daddy,42445,Providence,Naima,1227.563,1230.918,20515,2494,,,,
daddy,42448,Providence,Naima,52.308,54.636,20519,2495,,,,
daddy,42448,Providence,Naima,54.636,57.43,20519,2496,,,,
daddy,42448,Providence,Naima,66.193,67.635,20519,2497,,,,
daddy,42431,Providence,Naima,3945.926,3949.218,20116,2498,,,,
daddy,42445,Providence,Naima,1315.576,1318.211,20515,2499,,,,
daddy,42426,Providence,Naima,1998.98,2001.753,20004,2500,,,,
daddy,42426,Providence,Naima,2001.753,2005.011,20004,2501,,,,
daddy,42445,Providence,Naima,1448.366,1450.628,20515,2502,,,,
daddy,42426,Providence,Naima,2112.495,2116.568,20004,2503,,,,
daddy,42445,Providence,Naima,1505.058,1506.65,20515,2504,,,,
daddy,42438,Providence,Naima,718.523,730.075,20324,2505,,,,
daddy,42448,Providence,Naima,383.566,388.196,20519,2506,,,,
daddy,42448,Providence,Naima,388.903,394.615,20519,2507,,,,
daddy,42445,Providence,Naima,1639.651,1643.543,20515,2508,,,,
daddy,42454,Providence,Naima,167.74,171.41,20720,2509,,,,
daddy,42426,Providence,Naima,2507.495,2510.05,20004,2510,,,,
daddy,42448,Providence,Naima,477.818,479.335,20519,2511,,,,
daddy,42443,Providence,Naima,2073.5,2074.775,20507,2512,,,,
daddy,42443,Providence,Naima,2087.5,2090,20507,2513,,,,
daddy,42442,Providence,Naima,318.575,320.61,20427,2514,,,,
daddy,42442,Providence,Naima,338.02,341.13,20427,2515,,,,
daddy,42443,Providence,Naima,2130.1,2143.191,20507,2516,,,,
daddy,42448,Providence,Naima,647.303,650.238,20519,2517,,,,
daddy,42452,Providence,Naima,692.41,698.206,20703,2518,,,,
daddy,42443,Providence,Naima,2350.7,2357.898,20507,2519,,,,
daddy,42456,Providence,Naima,449.466,452.126,20811,2520,,,,
daddy,42450,Providence,Naima,1937.9,1940.84,20611,2521,,,,
daddy,42450,Providence,Naima,1959.84,1974.341,20611,2522,,,,
daddy,42448,Providence,Naima,1131.11,1134.955,20519,2523,,,,
daddy,42457,Providence,Naima,160.452,161.987,20819,2524,,,,
daddy,42457,Providence,Naima,161.987,166.71,20819,2525,,,,
daddy,42457,Providence,Naima,166.71,169.372,20819,2526,,,,
daddy,42457,Providence,Naima,169.372,172.13,20819,2527,,,,
daddy,42438,Providence,Naima,2095.514,2096.73,20324,2528,,,,
daddy,42449,Providence,Naima,1446.323,1449.418,20527,2529,,,,
daddy,42441,Providence,Naima,3195.741,3198.238,20424,2530,,,,
daddy,42449,Providence,Naima,1888.24,1902,20527,2531,,,,
daddy,42451,Providence,Naima,351.291,353.8,20625,2532,,,,
daddy,42449,Providence,Naima,1969.043,1997.153,20527,2533,,,,
daddy,42447,Providence,Naima,766.14,767.376,20518,2534,,,,
daddy,42442,Providence,Naima,1960.775,1963.785,20427,2535,,,,
daddy,42453,Providence,Naima,954.996,960.485,20713,2536,,,,
daddy,42453,Providence,Naima,960.485,963.851,20713,2537,,,,
daddy,42457,Providence,Naima,1124.862,1128.633,20819,2538,,,,
daddy,42448,Providence,Naima,2299.548,2313.025,20519,2539,,,,
daddy,42453,Providence,Naima,1075.303,1080.976,20713,2540,,,,
daddy,42453,Providence,Naima,1114.038,1122.21,20713,2541,,,,
daddy,42450,Providence,Naima,3242.3,3244.815,20611,2542,,,,
daddy,42444,Providence,Naima,1243.063,1244.01,20514,2543,,,,
daddy,42444,Providence,Naima,1249.215,1251.46,20514,2544,,,,
daddy,42442,Providence,Naima,2426.76,2428.96,20427,2545,,,,
daddy,42447,Providence,Naima,1056.181,1066.485,20518,2546,,,,
daddy,42444,Providence,Naima,1307.513,1309.476,20514,2547,,,,
daddy,42444,Providence,Naima,1452.543,1454.618,20514,2548,,,,
daddy,42442,Providence,Naima,2739.86,2744.86,20427,2549,,,,
daddy,42442,Providence,Naima,2744.86,2752.355,20427,2550,,,,
daddy,42450,Providence,Naima,3555.09,3557.5,20611,2551,,,,
daddy,42450,Providence,Naima,3740.433,3741.128,20611,2552,,,,
daddy,42454,Providence,Naima,2818.653,2823.55,20720,2553,,,,
daddy,42444,Providence,Naima,1748.305,1750.32,20514,2554,,,,
daddy,42438,Providence,Naima,4015.958,4017.476,20324,2555,,,,
daddy,42459,Providence,Naima,915.031,916.911,20923,2556,,,,
daddy,42459,Providence,Naima,916.911,922.246,20923,2557,,,,
daddy,42459,Providence,Naima,925.903,931.205,20923,2558,,,,
daddy,42459,Providence,Naima,931.205,938.183,20923,2559,,,,
daddy,42459,Providence,Naima,944.546,947.495,20923,2560,,,,
daddy,42459,Providence,Naima,949.82,951.511,20923,2561,,,,
daddy,42459,Providence,Naima,951.511,956.9,20923,2562,,,,
daddy,42459,Providence,Naima,962.248,965.478,20923,2563,,,,
daddy,42459,Providence,Naima,967.751,970.256,20923,2564,,,,
daddy,42459,Providence,Naima,973.92,976.571,20923,2565,,,,
daddy,42442,Providence,Naima,3539.405,3556.291,20427,2566,,,,
daddy,42442,Providence,Naima,3572.43,3576.573,20427,2567,,,,
daddy,42442,Providence,Naima,3576.57,3579.54,20427,2568,,,,
daddy,42444,Providence,Naima,1990.756,1993.74,20514,2569,,,,
daddy,42459,Providence,Naima,1073.638,1077.646,20923,2570,,,,
daddy,42462,Providence,Naima,66.033,68.24,021008b,2571,,,,
daddy,42446,Providence,Naima,79.621,83.55,20517,2572,,,,
daddy,42457,Providence,Naima,2418.743,2422.225,20819,2573,,,,
daddy,42461,Providence,Naima,1366.263,1367.931,021008a,2574,,,,
daddy,42461,Providence,Naima,1391.873,1400.596,021008a,2575,,,,
daddy,42444,Providence,Naima,2273.128,2275.051,20514,2576,,,,
daddy,42453,Providence,Naima,2217.278,2219.03,20713,2577,,,,
daddy,42461,Providence,Naima,1488.283,1493.305,021008a,2578,,,,
daddy,42447,Providence,Naima,1888.306,1890.765,20518,2579,,,,
daddy,42447,Providence,Naima,1893.553,1894.743,20518,2580,,,,
daddy,42448,Providence,Naima,3686.178,3688.311,20519,2581,,,,
daddy,42460,Providence,Naima,1455.486,1465.525,21001,2582,,,,
daddy,42461,Providence,Naima,1735.318,1738.461,021008a,2583,,,,
daddy,42461,Providence,Naima,2326.473,2330.021,021008a,2584,,,,
daddy,42446,Providence,Naima,537.573,538.778,20517,2585,,,,
daddy,42427,Providence,Naima,120.503,130.631,20012,2586,,,,
daddy,42460,Providence,Naima,1925.296,1927.703,21001,2587,,,,
daddy,42427,Providence,Naima,434.871,436.726,20012,2588,,,,
daddy,42444,Providence,Naima,3170.15,3176.626,20514,2589,,,,
daddy,42444,Providence,Naima,3263.793,3272.086,20514,2590,,,,
daddy,42427,Providence,Naima,652.88,658.183,20012,2591,,,,
daddy,42433,Providence,Naima,283.476,287.58,20202,2592,,,,
daddy,42458,Providence,Naima,3775.291,3777.29,20917,2593,,,,
daddy,42444,Providence,Naima,3423.8,3425.641,20514,2594,,,,
daddy,42444,Providence,Naima,3436.86,3440.155,20514,2595,,,,
daddy,42444,Providence,Naima,3507.485,3517.455,20514,2596,,,,
daddy,42462,Providence,Naima,2509.188,2514.815,021008b,2597,,,,
daddy,42444,Providence,Naima,3661.93,3665.265,20514,2598,,,,
daddy,42458,Providence,Naima,4296.352,4299.67,20917,2599,,,,
daddy,42447,Providence,Naima,3356.665,3362.951,20518,2600,,,,
daddy,42447,Providence,Naima,3364.19,3365.708,20518,2601,,,,
daddy,42458,Providence,Naima,4469.237,4470.943,20917,2602,,,,
daddy,42458,Providence,Naima,4503.218,4507.062,20917,2603,,,,
daddy,42433,Providence,Naima,882.656,886.128,20202,2604,,,,
daddy,42472,Providence,Violet,116.351,120.255,10200,2605,,,,
daddy,42462,Providence,Naima,3078.52,3080.156,021008b,2606,,,,
