effect,group,term,estimate,std.error,statistic,p.value
fixed,NA,(Intercept),3.8637714980672886,0.4368752402248231,8.844107292688248,9.226292970689725e-19
fixed,NA,pitch_range_scaled,-0.04126928969866831,0.02722019653839526,-1.5161275430343126,0.1294871049940418
fixed,NA,age_scaled,-0.87410603671037,0.042395881165454445,-20.617711265372172,1.903528435457214e-94
fixed,NA,pitch_range_scaled:age_scaled,0.06592877109994086,0.026402528745431673,2.4970627524209497,0.012522679406306561
