Predictor,Estimate,SE,z,p
(Intercept),0.7629199190400938,0.4623487143555256,1.6500963349785425,0.0989232342545694
pitch_mean_scaled,-0.004580703467584062,0.0196345904397673,-0.23329763264664005,0.815530296769519
age_scaled,-0.9034864380441936,0.0301015218358913,-30.01464321205611,6.3208971579809276e-198
pitch_mean_scaled:age_scaled,-0.03461889155730025,0.018006202477872338,-1.9226092564405572,0.05452914064268936
