id,gloss,stem,actual_phonology,model_phonology,type,language,num_morphemes,num_tokens,utterance_order,corpus_name,part_of_speech,speaker_code,speaker_name,speaker_role,target_child_age,target_child_sex,media_start,media_end,media_unit,collection_name,collection_id,corpus_id,speaker_id,target_child_id,transcript_id,age,item,form,pair,form_numeric,speaker_type,target_child_name,audio_file,pitch_mean,pitch_min,pitch_max,pitch_range,subset,filename
2444773,look at the birdie yeah,look at the bird yeah,NA,NA,declarative,eng,6,5,125,Sachs,v prep det:art n co,MOT,NA,Mother,22.8218238567527,female,667.182,669.267,s,Eng-NA,2,72,3937,3936,9525,23,birdie,CDL,birdie_bird,0,other,Naomi,011025,225.347437342766,79.6740820781548,367.421185548027,-287.747103469872,other-CDL,other-birdie12
17553139,birdy birdy birdy there's the flax oil that you said daddy likes to eat and you're absolutely right,bird bird bird there the flax oil that you say Daddy like to eat and you absolute right,NA,NA,declarative,eng,30,18,183,Providence,adj adj adj pro:exist det:art n n pro:rel pro:per v n:prop v inf v coord pro:per adv co,FAT,NA,Father,21.6903837861147,female,815.43,826.35,s,Eng-NA,21,336,23512,23510,43421,22,birdie,CDL,birdie_bird,0,other,Naima,010921,115.096372688033,79.3882076266275,498.095813730557,-418.707606103929,other-CDL,other-birdie13
942967,the birdie,the bird,NA,NA,declarative,eng,3,2,203,Rollins,det:art n,MOT,NA,Mother,12.0002464116306,NA,415.128,420.6,s,Eng-NA,2,47,2532,2530,4650,12,birdie,CDL,birdie_bird,0,other,NB,nb12,404.651004860666,114.107622546992,496.680858235855,-382.573235688863,other-CDL,other-birdie14
923052,the birdie spins,the bird spin,NA,NA,declarative,eng,5,3,10,Rollins,det:art n n,MOT,NA,Mother,9.00018480872297,NA,205.94,207.228,s,Eng-NA,2,47,2532,2530,4641,9,birdie,CDL,birdie_bird,0,other,ME,me09,413.375838776563,109.607297390952,498.945690183198,-389.338392792246,other-CDL,other-birdie15
17284341,put the birdy in the tree,put the bird in the tree,NA,NA,declarative,eng,9,6,675,Providence,v det:art adj prep det:art n,MOT,NA,Mother,23.887554159223,male,1125.375,1128.28,s,Eng-NA,21,336,23473,23471,43222,24,birdie,CDL,birdie_bird,0,other,Alex,011127,209.584277293597,145.446048644212,345.008213821215,-199.562165177003,other-CDL,other-birdie16
2733876,do we eat birdies,do we eat bird,NA,NA,question,eng,6,4,295,NewmanRatner,mod pro:sub v n,MOT,7419EB11,Mother,11.0002258773281,female,696.484,698.703,s,Eng-NA,2,76,5172,5170,10515,11,birdie,CDL,birdie_bird,0,other,7419EB,7419EB-11,350.733398312378,293.550835445586,424.140949945665,-130.590114500079,other-CDL,other-birdie17
17572795,another little birdie bird,another little bird bird,NA,NA,declarative,eng,5,4,878,Providence,qn adj n n,MOT,NA,Mother,21.2632702930245,female,3278.175,3280.055,s,Eng-NA,21,336,23511,23510,43418,21,birdie,CDL,birdie_bird,0,other,Naima,010908,179.711831355149,87.622111837136,293.052023697648,-205.429911860513,other-CDL,other-birdie18
942317,birdie singing,bird sing,NA,NA,question,eng,4,2,103,Rollins,n part,MOT,NA,Mother,12.0002464116306,NA,246.998,249.561,s,Eng-NA,2,47,2532,2530,4650,12,birdie,CDL,birdie_bird,0,other,NB,nb12,318.556879077282,122.100241044816,480.411582072594,-358.311341027777,other-CDL,other-birdie19
17286543,what about the birdy,what about the bird,NA,NA,question,eng,6,4,821,Providence,pro:int adv det:art adj,MOT,NA,Mother,23.887554159223,male,1339.875,1342.22,s,Eng-NA,21,336,23473,23471,43222,24,birdie,CDL,birdie_bird,0,other,Alex,011127,219.17884628433401,145.072449758454,492.779640022065,-347.707190263611,other-CDL,other-birdie20
17655659,yeah but look at this this birdie only showing one leg on this,yeah but look at this this bird only show one leg on this,NA,NA,declarative,eng,15,13,658,Providence,co conj v prep det:dem det:dem n adv part det:num n prep pro:dem,MOT,NA,Mother,40.7893385901148,female,1736.818,1742.705,s,Eng-NA,21,336,23523,23522,43523,41,birdie,CDL,birdie_bird,0,other,Violet,030424,162.274914010116,76.0394111862759,223.324515339075,-147.285104152799,other-CDL,other-birdie21
2252845,i hear all those birdies outside,I hear all those bird outside,NA,NA,declarative,eng,8,6,859,Brent,pro:sub v qn det:dem n adv,MOT,Patricia,Mother,14.9202242345839,female,3685.827,3688.299,s,Eng-NA,2,68,3844,3842,8291,15,birdie,CDL,birdie_bird,0,other,Miranda,010228,243.088407133909,83.5407529924057,389.061803596012,-305.521050603606,other-CDL,other-birdie22
912883,what's that little birdie doing,what that little bird do,NA,NA,declarative,eng,8,5,97,Rollins,pro:int det:dem adj n part,MOT,NA,Mother,6.00012320581531,NA,305.29,307.983,s,Eng-NA,2,47,2532,2530,4575,6,birdie,CDL,birdie_bird,0,other,DS,ds06,305.345923389915,69.3790121492318,498.723647847722,-429.344635698491,other-CDL,other-birdie23
2199176,the birdie,the bird,NA,NA,declarative,eng,3,2,757,Brent,det:art n,MOT,Ellen,Mother,12.8873282818949,male,3015.22,3015.982,s,Eng-NA,2,68,3852,3851,8325,13,birdie,CDL,birdie_bird,0,other,Alexander,010027,243.057919413528,184.59372387287,315.921073706187,-131.327349833316,other-CDL,other-birdie24
2438218,where's the birdie,where the bird,NA,NA,question,eng,5,3,1253,Sachs,pro:int det:art n,MOT,NA,Mother,18.5260477627877,female,7902.545,7904.745,s,Eng-NA,2,72,3937,3936,9508,19,birdie,CDL,birdie_bird,0,other,Naomi,010616,371.445457923876,255.207438869676,424.183578870687,-168.976140001011,other-CDL,other-birdie25
922988,is that the birdie,be that the bird,NA,NA,question,eng,6,4,4,Rollins,cop comp det:art n,MOT,NA,Mother,9.00018480872297,NA,194.84,197.046,s,Eng-NA,2,47,2532,2530,4641,9,birdie,CDL,birdie_bird,0,other,ME,me09,340.656537702131,75.5824413498644,526.183303138331,-450.600861788467,other-CDL,other-birdie26
2436633,birdie is singing so pretty,bird be sing so pretty,NA,NA,declarative,eng,8,5,100,Sachs,n aux part adv adj,MOT,NA,Mother,22.3618554795786,female,390.221,391.987,s,Eng-NA,2,72,3937,3936,9518,22,birdie,CDL,birdie_bird,0,other,Naomi,011011,290.689580782564,111.832553642242,460.782980454258,-348.950426812016,other-CDL,other-birdie27
933731,what did you see birdie,what do you see bird,NA,NA,declarative,eng,7,5,296,Rollins,pro:int mod pro:per v n,MOT,NA,Mother,12.0002464116306,NA,502.59,504.023,s,Eng-NA,2,47,2532,2530,4697,12,birdie,CDL,birdie_bird,0,other,TT,tt12,418.010047729737,89.302268679965,499.734145031775,-410.43187635181,other-CDL,other-birdie28
936369,birdie,bird,NA,NA,declarative,eng,2,1,589,Rollins,n,MOT,NA,Mother,12.0002464116306,NA,997.328,997.916,s,Eng-NA,2,47,2532,2530,4697,12,birdie,CDL,birdie_bird,0,other,TT,tt12,277.103999976298,80.2334692291974,464.415274501164,-384.181805271967,other-CDL,other-birdie29
2436903,it's alright because it looks very much like a birdie,it alright because it look very much like a bird,NA,NA,declarative,eng,13,10,138,Sachs,pro:per adj conj pro:per v adv adv prep det:art n,MOT,NA,Mother,22.3618554795786,female,594.44,597.559,s,Eng-NA,2,72,3937,3936,9518,22,birdie,CDL,birdie_bird,0,other,Naomi,011011,235.479981517756,158.232027970953,414.167788267056,-255.935760296103,other-CDL,other-birdie30
2460613,okay you wanna read this one about the birdie,okay you want read this one about the bird,NA,NA,question,eng,12,9,225,Sachs,co pro:per v v det:dem pro:indef prep det:art n,MOT,NA,Mother,35.3949773095957,female,745.439,748.725,s,Eng-NA,2,72,3937,3936,9582,35,birdie,CDL,birdie_bird,0,other,Naomi,021112,337.219015091686,246.417690300745,497.20429425124,-250.786603950495,other-CDL,other-birdie31
2171839,there's a little birdie flying away,there a little bird fly away,NA,NA,declarative,eng,9,6,612,Brent,pro:exist det:art adj n part adv,MOT,Patricia,Mother,9.13160434505842,female,1416.404,1418.497,s,Eng-NA,2,68,3844,3842,8282,9,birdie,CDL,birdie_bird,0,other,Miranda,0904,290.547502479711,206.222398441883,395.142991427469,-188.920592985586,other-CDL,other-birdie32
2429654,do you hear the birdies,do you hear the bird,NA,NA,question,eng,7,5,444,Soderstrom,mod pro:per v det:art n,MOT,NA,Mother,8.55869730384607,male,1048.211,1049.331,s,Eng-NA,2,71,3926,3918,9462,9,birdie,CDL,birdie_bird,0,other,Joseph,0817,267.953985103161,216.317163672073,365.277598669848,-148.960434997775,other-CDL,other-birdie33
919944,i heard that birdie too,I hear that bird too,NA,NA,declarative,eng,7,5,87,Rollins,pro:sub v comp n adv,MOT,NA,Mother,9.00018480872297,NA,556.945,558.91,s,Eng-NA,2,47,2532,2530,4623,9,birdie,CDL,birdie_bird,0,other,JW,jw09,356.813246544884,109.950138282304,426.2203519418,-316.270213659496,other-CDL,other-birdie34
17710726,birdie bus that's right,Birdie Bus that right,NA,NA,declarative,eng,5,4,1058,Providence,n:prop n:prop pro:rel co,MOT,NA,Mother,27.6247972237623,male,2691.161,2692.476,s,Eng-NA,21,336,23532,23530,43551,28,birdie,CDL,birdie_bird,0,other,William,020319,191.961874712717,86.0973912075088,230.957502715082,-144.860111507573,other-CDL,other-birdie35
2436603,yes there's a birdie out there someplace isn't there,yes there a bird out there someplace be there,NA,NA,question,eng,13,9,96,Sachs,co pro:exist det:art n prep n adv cop adv,MOT,NA,Mother,22.3618554795786,female,355.278,358.33,s,Eng-NA,2,72,3937,3936,9518,22,birdie,CDL,birdie_bird,0,other,Naomi,011011,303.678181988959,110.974922662736,453.021499564212,-342.046576901476,other-CDL,other-birdie36
782727,do you hear birdies,do you hear bird,NA,NA,declarative,eng,6,4,869,Peters,mod pro:per v n,FAT,NA,Father,22.1647261750755,male,1798.797,1807.425,s,Eng-NA,2,43,2344,2341,4216,22,birdie,CDL,birdie_bird,0,other,Seth,011005,126.47456115906,119.063909253803,140.360584108084,-21.2966748542808,other-CDL,other-birdie37
17271194,birdie,bird,NA,NA,declarative,eng,2,1,446,Providence,n,MOT,NA,Mother,20.8217827881476,male,1062.355,1064.123,s,Eng-NA,21,336,23473,23471,43215,21,birdie,CDL,birdie_bird,0,other,Alex,010825,171.900186722882,145.027962607674,246.570433994173,-101.542471386498,other-CDL,other-birdie38
2252665,there's a birdie,there a bird,NA,NA,declarative,eng,5,3,1209,Brent,pro:exist det:art n,MOT,Kathy,Mother,13.6573646276104,female,4028.112,4029.075,s,Eng-NA,2,68,3866,3865,8403,14,birdie,CDL,birdie_bird,0,other,Tabitha,010120,235.799906069124,151.59322038398,339.89511797904,-188.30189759506,other-CDL,other-birdie39
2338737,i see the birdie too,I see the bird too,NA,NA,declarative,eng,6,5,182,Braunwald,pro:sub v det:art n adv,MOT,NA,Mother,25.9204501119119,female,365.179,367.153,s,Eng-NA,2,70,3902,3901,8624,26,birdie,CDL,birdie_bird,0,other,Laura,020128,163.079520600359,146.677256907189,198.55653994312,-51.8792830359311,other-CDL,other-birdie40
17284306,no ya gotta put the birdy in the tree look,no you got put the bird in the tree look,NA,NA,declarative,eng,14,10,673,Providence,co pro:per mod v det:art adj prep det:art n v,MOT,NA,Mother,23.887554159223,male,1123.41,1125.376,s,Eng-NA,21,336,23473,23471,43222,24,birdie,CDL,birdie_bird,0,other,Alex,011127,246.412126309324,75.2047843920347,386.0145588557,-310.809774463665,other-CDL,other-birdie41
1035932,furry birdy,Furry Birdy,NA,NA,question,eng,2,2,1145,Gleason,n:prop n:prop,INV,NA,Investigator,50.0995913673792,male,1858.788,1859.945,s,Eng-NA,2,49,2638,2572,4971,50,birdie,CDL,birdie_bird,0,other,David,david-m,364.250694626368,223.617096819754,492.023371156741,-268.406274336988,other-CDL,other-birdie42
2233302,do you hear the birdies,do you hear the bird,NA,NA,question,eng,7,5,238,Brent,mod pro:per v det:art n,MOT,Patricia,Mother,14.9202242345839,female,1364.656,1365.776,s,Eng-NA,2,68,3844,3842,8291,15,birdie,CDL,birdie_bird,0,other,Miranda,010228,376.72122734423,226.531779812452,526.331208044455,-299.799428232003,other-CDL,other-birdie43
925434,see the birdie,see the bird,NA,NA,declarative,eng,4,3,167,Rollins,v det:art n,MOT,NA,Mother,6.00012320581531,NA,525.47,526.14,s,Eng-NA,2,47,2532,2530,4639,6,birdie,CDL,birdie_bird,0,other,ME,me06,366.015802418686,281.93378281662,497.692524869429,-215.758742052808,other-CDL,other-birdie44
2276271,birdie,bird,NA,NA,declarative,eng,2,1,30,Brent,n,MOT,Lauren,Mother,13.6245097435266,male,85.51,86.459,s,Eng-NA,2,68,3878,3876,8439,14,birdie,CDL,birdie_bird,0,other,Henry,010119,275.877870240633,170.636266023179,515.703738584522,-345.067472561343,other-CDL,other-birdie45
17482945,do you need me to get blankie honey,do you need me to get blankie honey,NA,NA,question,eng,8,8,833,Providence,mod pro:per v pro:obj inf v n n,MOT,NA,Mother,30.132035565412,female,1891.92,1895.26,s,Eng-NA,21,336,23497,23495,43354,30,blankie,CDL,blankie_blanket,0,other,Lily,020604,177.91406431818,93.6230120441132,239.842868318125,-146.219856274012,other-CDL,other-blankie1
718152,and your blankie,and your blankie,NA,NA,declarative,eng haw,3,3,637,Peters,coord det:poss chi,FAT,NA,Father,18.690322183207,male,1813.137,1814.072,s,Eng-NA,2,43,2344,2341,4196,19,blankie,CDL,blankie_blanket,0,other,Seth,010621a,171.238569471455,115.980860675664,292.145451472649,-176.164590796985,other-CDL,other-blankie2
17427689,and that bunny has a little blue blankie,and that bunny have a little blue blankie,NA,NA,declarative,eng,9,8,1164,Providence,coord pro:dem n v det:art adj adj n,MOT,NA,Mother,20.4603790632251,female,2498.415,2500.791,s,Eng-NA,21,336,23497,23495,43326,20,blankie,CDL,blankie_blanket,0,other,Lily,010814,215.065984533182,167.377851729526,340.23731865467,-172.859466925145,other-CDL,other-blankie3
695521,where is your blankie,where be your blankie,NA,NA,declarative,eng,5,4,471,Peters,pro:int cop det:poss chi,FAT,NA,Father,17.5260272284852,male,1400.074,1400.748,s,Eng-NA,2,43,2344,2341,4186,18,blankie,CDL,blankie_blanket,0,other,Seth,010516b,180.224406385819,163.169212726266,335.584434211832,-172.415221485566,other-CDL,other-blankie4
2248308,you got your blankie though now huh,you get your blankie though now huh,NA,NA,question,eng,8,7,885,Brent,pro:per v det:poss n adv adv co,MOT,Kathy,Mother,11.1645002977474,female,3378.775,3380.702,s,Eng-NA,2,68,3866,3865,8398,11,blankie,CDL,blankie_blanket,0,other,Tabitha,01105,283.33669705009,144.565062025892,512.812458006838,-368.247395980945,other-CDL,other-blankie5
17407582,now pick up your blankie i'll turn out the light kiss mama kiss daddy good_night dear good_night,now pick up your blankie I turn out the light kiss Mama kiss daddy good_night dear good_night,NA,NA,declarative,eng,18,17,198,Providence,adv v adv det:poss n pro:sub v prep det:art adj n n:prop n n co co co,MOT,NA,Mother,14.9202242345839,female,595.115,601.183,s,Eng-NA,21,336,23497,23495,43314,15,blankie,CDL,blankie_blanket,0,other,Lily,010228,294.253659757791,71.8860457713564,460.41807803069,-388.532032259334,other-CDL,other-blankie6
2220597,and that's a blankie,and that a blankie,NA,NA,declarative,eng,5,4,416,Brent,coord pro:dem det:art n,MOT,Kristen,Mother,9.62442760631635,male,1764.204,1765.228,s,Eng-NA,2,68,3863,3862,8381,10,blankie,CDL,blankie_blanket,0,other,Timothy,0919,275.582739519052,101.056024610567,497.45153202108,-396.395507410513,other-CDL,other-blankie7
17454395,xxx i see you little blankie girl,I see you little blankie girl,NA,NA,imperative_emphatic,eng,6,7,459,Providence,pro:sub v pro:per adj n n,MOT,NA,Mother,30.7562783630054,female,920.038,924.325,s,Eng-NA,21,336,23497,23495,43357,31,blankie,CDL,blankie_blanket,0,other,Lily,020623,200.105757390605,77.137064644673,492.200967938308,-415.063903293635,other-CDL,other-blankie8
2186250,blankie on,blankie on,NA,NA,declarative,eng,2,2,753,Brent,n adv,MOT,Patricia,Mother,14.2302716688228,female,2779.15,2780.563,s,Eng-NA,2,68,3844,3842,8289,14,blankie,CDL,blankie_blanket,0,other,Miranda,010207,259.202136231677,210.959161558647,431.671998711889,-220.712837153241,other-CDL,other-blankie9
17437230,yes daddy loves blankie,yes daddy love blankie,NA,NA,declarative,eng,5,4,1388,Providence,co n v n,MOT,NA,Mother,23.8546992751391,female,2812.093,2813.663,s,Eng-NA,21,336,23497,23495,43333,24,blankie,CDL,blankie_blanket,0,other,Lily,011126,283.197830044995,76.8674280635684,520.523496606578,-443.65606854301,other-CDL,other-blankie10
2292319,you can have your blankie,you can have your blankie,NA,NA,declarative,eng,5,5,940,Brent,pro:per mod v det:poss n,MOT,Lauren,Mother,14.5588205096614,male,3506.799,3507.844,s,Eng-NA,2,68,3878,3876,8441,15,blankie,CDL,blankie_blanket,0,other,Henry,010217,202.817818770766,82.7997306102063,373.921577199576,-291.121846589369,other-CDL,other-blankie11
17440154,a pink blankie we have lots_of presents for baby cassey,a pink blankie we have lots_of present for baby Cassey,NA,NA,declarative,eng,11,10,229,Providence,det:art adj n pro:sub v qn n prep n n:prop,MOT,NA,Mother,27.1648288465882,female,616.343,619.951,s,Eng-NA,21,336,23497,23495,43345,27,blankie,CDL,blankie_blanket,0,other,Lily,020305,213.547141764891,87.8273503108785,359.542017740822,-271.714667429944,other-CDL,other-blankie12
17470669,do you want mommy to get blankie,do you want mommy to get blankie,NA,NA,question,eng,7,7,1278,Providence,mod pro:per v n inf v n,MOT,NA,Mother,26.4933571531243,female,3178.9,3180.178,s,Eng-NA,21,336,23497,23495,43343,26,blankie,CDL,blankie_blanket,0,other,Lily,020215b,229.627401487309,159.865277214174,520.184262415586,-360.318985201412,other-CDL,other-blankie13
2272582,you're sitting on a blankie,you sit on a blankie,NA,NA,declarative,eng,7,5,1348,Brent,pro:per part prep det:art n,MOT,Lauren,Mother,10.7887225610382,male,3419.765,3420.94,s,Eng-NA,2,68,3878,3876,8435,11,blankie,CDL,blankie_blanket,0,other,Henry,01024,275.761359741065,206.530180257454,436.547897237301,-230.017716979847,other-CDL,other-blankie14
2248464,does that blankie taste good,do that blankie taste good,NA,NA,question,eng,6,5,897,Brent,mod pro:dem n n adj,MOT,Kathy,Mother,11.1645002977474,female,3426.313,3427.571,s,Eng-NA,2,68,3866,3865,8398,11,blankie,CDL,blankie_blanket,0,other,Tabitha,01105,279.810556676895,238.959532037706,473.589056342739,-234.629524305033,other-CDL,other-blankie15
17433213,oh my gosh there are bubbles on blankie,oh my gosh there be bubble on blankie,NA,NA,declarative,eng,10,8,1137,Providence,co det:poss co adv cop n prep n,MOT,NA,Mother,25.0333682416477,female,2703.46,2706.425,s,Eng-NA,21,336,23497,23495,43336,25,blankie,CDL,blankie_blanket,0,other,Lily,020101,322.278507015102,171.735218303321,527.655775952583,-355.920557649262,other-CDL,other-blankie16
2292336,do you wanna take your blankie downstairs,do you want take your blankie downstairs,NA,NA,question,eng,8,7,941,Brent,mod pro:per v v det:poss n adv,MOT,Lauren,Mother,14.5588205096614,male,3508.697,3510.581,s,Eng-NA,2,68,3878,3876,8441,15,blankie,CDL,blankie_blanket,0,other,Henry,010217,231.183847852263,94.1542159986424,417.682734096331,-323.528518097688,other-CDL,other-blankie17
2240456,that's your blankie isn't it,that your blankie be it,NA,NA,question,eng,8,5,198,Brent,pro:dem det:poss n cop pro:per,MOT,Kathy,Mother,10.591593256535,female,337.847,339.214,s,Eng-NA,2,68,3866,3865,8397,11,blankie,CDL,blankie_blanket,0,other,Tabitha,01018,249.404036792334,168.776795471412,514.803709401719,-346.026913930307,other-CDL,other-blankie18
17441366,blankie blankie,blankie blankie,NA,NA,declarative,eng,2,2,900,Providence,n n,MOT,NA,Mother,25.7561756914926,female,2064.21,2069.53,s,Eng-NA,21,336,23497,23495,43340,26,blankie,CDL,blankie_blanket,0,other,Lily,020123,344.944704111496,87.5199081840792,518.021348926805,-430.501440742726,other-CDL,other-blankie19
2267021,you're gonna get your blankie,you go get your blankie,NA,NA,declarative,eng,8,5,647,Brent,pro:per part v det:poss n,MOT,Lauren,Mother,11.493049138586,male,3088.497,3089.976,s,Eng-NA,2,68,3878,3876,8434,11,blankie,CDL,blankie_blanket,0,other,Henry,01115,207.212002267033,74.7818951161648,385.228089951867,-310.446194835703,other-CDL,other-blankie20
2184781,put on the blankie,put on the blankie,NA,NA,imperative_emphatic,eng,5,4,599,Brent,v prep det:art n,MOT,Patricia,Mother,14.2302716688228,female,2359.91,2361.037,s,Eng-NA,2,68,3844,3842,8289,14,blankie,CDL,blankie_blanket,0,other,Miranda,010207,272.066596075647,203.585364296156,435.171255252486,-231.58589095633,other-CDL,other-blankie21
17431537,they lost them and they had to go find their teddy bear and blankie,they lose them and they have to go find their teddy bear and blankie,NA,NA,declarative,eng,16,14,282,Providence,pro:sub v pro:obj coord pro:sub v inf v v det:poss n n coord n,MOT,NA,Mother,25.7561756914926,female,745.408,749.696,s,Eng-NA,21,336,23497,23495,43340,26,blankie,CDL,blankie_blanket,0,other,Lily,020123,109.077197753105,74.9624025062807,161.914306233753,-86.9519037274724,other-CDL,other-blankie22
17443881,you know what honey gramma rosie got you blankie to,you know what honey gramma Rosie get you blankie to,NA,NA,declarative,eng,11,10,478,Providence,pro:per v pro:int n n n:prop v pro:per n prep,MOT,NA,Mother,27.1648288465882,female,1190.661,1194.388,s,Eng-NA,21,336,23497,23495,43345,27,blankie,CDL,blankie_blanket,0,other,Lily,020305,171.551471273173,69.1570420028416,314.948402797738,-245.791360794896,other-CDL,other-blankie23
17437208,does daddy love blankie,do daddy love blankie,NA,NA,question,eng,5,4,1386,Providence,mod n n n,MOT,NA,Mother,23.8546992751391,female,2807.245,2810.363,s,Eng-NA,21,336,23497,23495,43333,24,blankie,CDL,blankie_blanket,0,other,Lily,011126,355.500101217582,169.790032496243,498.287600964943,-328.4975684687,other-CDL,other-blankie24
2546437,a brown bunny,a brown bunny,NA,NA,declarative,eng,3,3,562,Weist,det:art adj n,JES,Jessica,Investigator,43.6908355407709,female,1889.895,1890.545,s,Eng-NA,2,74,3984,3980,9827,44,bunny,CDL,bunny_rabbit,0,other,Emma,030721,228.795466894824,184.042414600559,338.082984460636,-154.040569860077,other-CDL,other-bunny1
358296,pat the bunny,pat the bunny,NA,NA,declarative,eng,3,3,1,Bernstein,v det:art n,MOT,NA,Mother,21.0004312203536,female,12.087,12.992,s,Eng-NA,2,36,1729,1727,3733,21,bunny,CDL,bunny_rabbit,0,other,Gail,010900,213.201402677477,178.367071452358,272.23781820417,-93.8707467518123,other-CDL,other-bunny2
17648901,aw i wish i had a pet bunny like that,I wish I have a pet bunny like that,NA,NA,imperative_emphatic,eng,10,10,59,Providence,pro:sub v pro:sub v det:art n n prep pro:dem,MOT,NA,Mother,34.9206349206349,female,115.286,118.941,s,Eng-NA,21,336,23523,23522,43518,35,bunny,CDL,bunny_rabbit,0,other,Violet,021028,273.625940820342,126.471463377709,494.617492894042,-368.146029516332,other-CDL,other-bunny3
357102,see the bunny,see the bunny,NA,NA,question,eng,3,3,20,Bernstein,v det:art n,MOT,NA,Mother,19.0003901517485,female,84.603,90.85,s,Eng-NA,2,36,1725,1724,3730,19,bunny,CDL,bunny_rabbit,0,other,Dale,010700,279.31550645186,236.772739593207,445.618463474912,-208.845723881705,other-CDL,other-bunny4
933391,that hungry little bunny,that hungry little bunny,NA,NA,declarative,eng,4,4,448,Rollins,det:dem adj adj n,MOT,NA,Mother,12.0002464116306,NA,539.698,542.618,s,Eng-NA,2,47,2532,2530,4647,12,bunny,CDL,bunny_rabbit,0,other,ME,me12,267.125959138819,78.8544694653711,497.5751101158,-418.720640650429,other-CDL,other-bunny5
