Predictor,Estimate,SE,z,p
(Intercept),0.858132147576155,0.41119672244217137,2.0869138802458194,0.03689591996713894
MLUm_scaled,0.030501745530387807,0.011920408629495106,2.558783551674245,0.010503911915556894
age_scaled,0.7266292381621821,0.02196194792624765,33.08582829730494,4.752151321425831e-240
MLUm_scaled:age_scaled,-0.10310665512342863,0.010894248306716288,-9.46432027438401,2.954765066238374e-21
